1503,,,,,,,,1122,1040,990,973,149,0,,,,,,,,,
ISO NO.,PIECE MARK,REF. DWG.,SHT. NO.,LINE NO.,PAINT SYS.,TOP COAT,PRIORITY,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,SHIP TO COATING,TO SITE,LOAD NO.,READY TO SHIP,READY TO SHIP COATING,COMMENTS,SPEC.,AREA,ON HOLD,SHOP,S.O.
    1098-2,6-7114-1098-2                 ,64362-P1B43BL-6                              ,1,"1 1/2""-DM-64362-P1B43BL-6-C2-1.5""            ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/17/2020,10/17/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
    1098-3,6-7114-1098-3                 ,64362-P1B43BL-6                              ,1,"1 1/2""-DM-64362-P1B43BL-6-C2-1.5""            ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/17/2020,,,B3002     ,,,,SEE ISO   ,6,,BR        ,7114
    1099-1,6-7114-1099-1                 ,64391-P1B206AC-6                             ,1,"2""-V-64391-P1B206AC-6                        ",NONE                     ,-                   ,1,10/8/2020,10/14/2020,,,,,,,,,P1B206AC  ,6,10/14/2020,MOBILE    ,7114
    1100-1,6-7114-1100-1                 ,64396-P3B121D-6                              ,1,"4""-PAA-64396-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,BR        ,7114
    1100-2,6-7114-1100-2                 ,64396-P3B121D-6                              ,1,"4""-PAA-64396-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
    1101-1,6-7114-1101-1                 ,64396-P3B121D-6                              ,2,"4""-PAA-64396-P3B121D-6                       ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/14/2020,10/14/2020,,,B3001     ,,,,P3B121D   ,6,,BR        ,7114
    1102-1,6-7114-1102-1                 ,64396-P3B121D-6                              ,4,"4""-PAA-64396-P3B121D-6                       ",NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/9/2020,10/9/2020,,,M3001     ,,,,P3B121D   ,6,,MOBILE    ,7114
    1102-2,6-7114-1102-2                 ,64396-P3B121D-6                              ,4,"4""-PAA-64396-P3B121D-6                       ",NONE                     ,-                   ,1,10/6/2020,10/7/2020,10/7/2020,10/7/2020,,,M3001     ,,,,SEE ISO   ,6,,MOBILE    ,7114
    1103-1,6-7114-1103-1                 ,64411-P1A4L-6                                ,1,"2""-HTF-64411-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,10/7/2020,10/7/2020,10/8/2020,10/8/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
    1103-2,6-7114-1103-2                 ,64411-P1A4L-6                                ,1,"2""-HTF-64411-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,10/13/2020,10/13/2020,10/14/2020,10/15/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
    1103-3,6-7114-1103-3                 ,64411-P1A4L-6                                ,1,"2""-HTF-64411-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
    1105-1,6-7114-1105-1                 ,64411-P1A4L-6                                ,3,"2""-HTF-64411-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,10/5/2020,10/7/2020,10/13/2020,10/13/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
    1105-2,6-7114-1105-2                 ,64411-P1A4L-6                                ,3,"2""-HTF-64411-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,,,,,,,,,,,P1A4L     ,6,,PA        ,7114
    1106-1,6-7114-1106-1                 ,64412-P1A4L-6                                ,1,"1""-HTF-64412-P1A4L-6                         ",SZ309S                   ,WHITE RAL 9016      ,1,10/5/2020,10/6/2020,10/6/2020,10/6/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
    1107-1,6-7114-1107-1                 ,64419-P1B43BL-6                              ,1,"2""-PPA-64419-P1B43BL-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,BR        ,7114
    1107-2,6-7114-1107-2                 ,64419-P1B43BL-6                              ,1,"2""-PPA-64419-P1B43BL-6                       ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
    1108-1,6-7114-1108-1                 ,64492-P5B66H-6                               ,1,"3""-PAA-64492-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
    1109-1,6-7114-1109-1                 ,64492-P5B66H-6                               ,2,"3""-PAA-64492-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,10/8/2020,10/14/2020,,,,,,,,,P5B66H    ,6,,BR        ,7114
    1110-1,6-7114-1110-1                 ,64492-P5B66H-6                               ,3,"3""-PAA-64492-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,10/13/2020,10/14/2020,10/15/2020,10/15/2020,,,M3003     ,,,,P5B66H    ,6,,MOBILE    ,7114
    1110-2,6-7114-1110-2                 ,64492-P5B66H-6                               ,3,"3""-PAA-64492-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/14/2020,10/14/2020,,,B3001     ,,,,P5B66H    ,6,,BR        ,7114
    1111-1,6-7114-1111-1                 ,64492-P5B66H-6                               ,4,"3""-PAA-64492-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/14/2020,10/15/2020,,,B3001     ,,,,P5B66H    ,6,,BR        ,7114
    1112-2,6-7114-1112-2                 ,64494-P1B206AC-6                             ,1,"1/2""-V-64494-P1B206AC-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,P1B206AC  ,6,,MOBILE    ,7114
    1113-1,6-7114-1113-1                 ,64496-P5B66H-6                               ,1,"3""-PAA-64496-P5B66H-6                        ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/14/2020,10/14/2020,,,B3001     ,,,,P5B66H    ,6,,BR        ,7114
    1113-2,6-7114-1113-2                 ,64496-P5B66H-6                               ,1,"3""-PAA-64496-P5B66H-6                        ",NONE                     ,-                   ,1,10/13/2020,10/13/2020,10/14/2020,10/14/2020,,,M3003     ,,,,P5B66H    ,6,,MOBILE    ,7114
    1113-3,6-7114-1113-3                 ,64496-P5B66H-6                               ,1,"3""-PAA-64496-P5B66H-6                        ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P5B66H    ,6,,BR        ,7114
    1114-1,6-7114-1114-1                 ,64497-P5B66H-6                               ,1,"1/2""-PAA-64497-P5B66H-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1114-2,6-7114-1114-2                 ,64497-P5B66H-6                               ,1,"1/2""-PAA-64497-P5B66H-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1115-1,6-7114-1115-1                 ,64498-P5B66H-6                               ,1,"1""-PAA-64498-P5B66H-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1115-2,6-7114-1115-2                 ,64498-P5B66H-6                               ,1,"1""-PAA-64498-P5B66H-6                        ",NONE                     ,-                   ,1,10/16/2020,10/17/2020,10/17/2020,10/17/2020,,,B3002     ,,,,P5B66H    ,6,,BR        ,7114
    1115-3,6-7114-1115-3                 ,64498-P5B66H-6                               ,1,"1""-PAA-64498-P5B66H-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1116-1,6-7114-1116-1                 ,64517-P5B66H-6                               ,1,"3""-PAA-64517-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/12/2020,10/12/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
    1117-1,6-7114-1117-1                 ,64517-P5B66H-6                               ,2,"3""-PAA-64517-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1118-1,6-7114-1118-1                 ,64517-P5B66H-6                               ,3,"3""-PAA-64517-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1119-1,6-7114-1119-1                 ,64517-P5B66H-6                               ,4,"3""-PAA-64517-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1120-1,6-7114-1120-1                 ,64521-P5B66H-6                               ,1,"3""-PAA-64521-P5B66H-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1120-2,6-7114-1120-2                 ,64521-P5B66H-6                               ,1,"3""-PAA-64521-P5B66H-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1120-3,6-7114-1120-3                 ,64521-P5B66H-6                               ,1,"3""-PAA-64521-P5B66H-6                        ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P5B66H    ,6,,BR        ,7114
    1121-1,6-7114-1121-1                 ,64522-P5B66H-6                               ,1,"1/2""-PAA-64522-P5B66H-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1121-2,6-7114-1121-2                 ,64522-P5B66H-6                               ,1,"1/2""-PAA-64522-P5B66H-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1124-1,6-7114-1124-1                 ,64558-P1A4L-6                                ,2,".5""-HTF-64558-P1A4L-6-C2-1.5""                ",SZ307S                   ,-                   ,1,,,,,,,,,,,P1A4L     ,6,,PA        ,7114
    1124-2,6-7114-1124-2                 ,64558-P1A4L-6                                ,2,".5""-HTF-64558-P1A4L-6-C2-1.5""                ",SZ307S                   ,-                   ,1,10/8/2020,10/8/2020,10/8/2020,10/13/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
    1128-1,6-7114-1128-1                 ,64597-P1A4L-6                                ,2,".5""-HTF-64597-P1A4L-6-C2-1.5""                ",SZ307S                   ,-                   ,1,10/8/2020,10/8/2020,10/14/2020,10/14/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
    1129-1,6-7114-1129-1                 ,64597-P1A4L-6                                ,3,".5""-HTF-64597-P1A4L-6-C2-1.5""                ",SZ307S                   ,-                   ,1,,,,,,,,,,,P1A4L     ,6,,PA        ,7114
    1130-1,6-7114-1130-1                 ,64627-P5B66H-6                               ,1,"3""-PAA-64627-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
    1131-1,6-7114-1131-1                 ,64627-P5B66H-6                               ,2,"3""-PAA-64627-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1132-1,6-7114-1132-1                 ,64627-P5B66H-6                               ,3,"3""-PAA-64627-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1132-2,6-7114-1132-2                 ,64627-P5B66H-6                               ,3,"3""-PAA-64627-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1133-1,6-7114-1133-1                 ,64627-P5B66H-6                               ,5,"3""-PAA-64627-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1134-1,6-7114-1134-1                 ,64632-P5B66H-6                               ,1,"1/2""-PAA-65632-P5B66H-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1134-2,6-7114-1134-2                 ,64632-P5B66H-6                               ,1,"1/2""-PAA-65632-P5B66H-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,SEE ISO   ,6,,MOBILE    ,7114
    1135-1,6-7114-1135-1                 ,64652-P1A4L-6                                ,1,"2""-HTF-64652-P1A4L-6                         ",SZ309S                   ,WHITE RAL 9016      ,1,10/14/2020,10/16/2020,,,,,,,,,P1A4L     ,6,,PA        ,7114
    1136-1,6-7114-1136-1                 ,64659-P1B206AC-6                             ,1,"0.5""-V-64659-P1B206AC-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,P1B206AC  ,6,,MOBILE    ,7114
    1137-1,6-7114-1137-1                 ,64733-P1B43BL-6                              ,1,"1""-DM-64733-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
    1138-1,6-7114-1138-1                 ,64733-P1B43BL-6                              ,2,"1""-DM-64733-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
    1138-3,6-7114-1138-3                 ,64733-P1B43BL-6                              ,2,"1""-DM-64733-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
    1139-1,6-7114-1139-1                 ,64795-P1B43BL-6                              ,1,"1/2""-DM-64795-P1B43BL-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
    1140-1,6-7114-1140-1                 ,64795-P1B43BL-6                              ,2,"1/2""-DM-64795-P1B43BL-6                      ",NONE                     ,-                   ,1,10/13/2020,10/14/2020,10/14/2020,10/14/2020,,,M3002     ,,,,P1B43BL   ,6,,MOBILE    ,7114
    1140-2,6-7114-1140-2                 ,64795-P1B43BL-6                              ,2,"1/2""-DM-64795-P1B43BL-6                      ",NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/9/2020,10/9/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
    1140-3,6-7114-1140-3                 ,64795-P1B43BL-6                              ,2,"1/2""-DM-64795-P1B43BL-6                      ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
    1141-1,6-7114-1141-1                 ,64797-P1B43BL-6                              ,1,"1/2""-DM-64797-P1B43BL-6                      ",NONE                     ,-                   ,1,10/8/2020,10/8/2020,10/8/2020,10/8/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
    1142-1,6-7114-1142-1                 ,64822-P5B66H-6                               ,1,"2""-PAA-64822-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,10/16/2020,10/17/2020,,,,,,,,,P5B66H    ,6,,BR        ,7114
    1143-1,6-7114-1143-1                 ,64822-P5B66H-6                               ,2,"2""-PAA-64822-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,,,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
    1144-2,6-7114-1144-2                 ,64822-P5B66H-6                               ,3,"2""-PAA-64822-P5B66H-6-C2-1""                  ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P5B66H    ,6,,BR        ,7114
