spool,piecemark,material,issued,priority_group,priority,area,iso,detailing,checking,shop,on_hold,multiplier,items,missing,missingsupports,missingvalves,missingpipe,missingfittings,missingflanges,workable,pulled,weldout,rts,rtsc,stc,delivered,lifespan,i_p,p_w,w_stc,stc_rts,rts_d_p,w_d_p,w_rtsc,rtsc_stc,w_rts,rts_d_np,w_d_np
345-1,MK-000-P-9292-20-1,SS,3/5/2020,,7,20,345,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,5/12/2020,,,,6/3/2020,90,0,68,,,,,,,,,22
345-2,MK-000-P-9292-20-2,SS,2/11/2020,,7,20,345,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/20/2020,2/28/2020,,,3/2/2020,20,1,8,,,,,,,8,3,11
345-3,MK-000-P-9292-20-3,SS,2/11/2020,,7,20,345,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/19/2020,2/28/2020,,,3/2/2020,20,1,7,,,,,,,9,3,12
345-4,MK-000-P-9292-20-4,SS,2/11/2020,,7,20,345,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/21/2020,3/3/2020,,,3/10/2020,28,1,9,,,,,,,11,7,18
346-1,MK-000-P-9292-21-1,SS,2/6/2020,,7,20,346,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/6/2020,2/13/2020,2/28/2020,,,3/2/2020,25,0,7,,,,,,,15,3,18
346-2,MK-000-P-9292-21-2,SS,2/6/2020,,7,20,346,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/6/2020,2/12/2020,2/28/2020,,,3/2/2020,25,0,6,,,,,,,16,3,19
347-1,MK-000-P-9300-20-1,SS,2/6/2020,,7,20,347,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/6/2020,2/12/2020,2/28/2020,,,3/2/2020,25,0,6,,,,,,,16,3,19
347-2,MK-000-P-9300-20-2,SS,2/6/2020,,7,20,347,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/6/2020,2/12/2020,2/28/2020,,,3/2/2020,25,0,6,,,,,,,16,3,19
348-1,MK-000-P-9300-21-1,SS,2/6/2020,,7,20,348,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/6/2020,2/12/2020,2/28/2020,,,3/2/2020,25,0,6,,,,,,,16,3,19
348-2,MK-000-P-9300-21-2,SS,4/27/2020,,7,20,348,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2020,5/6/2020,,,,6/3/2020,37,0,9,,,,,,,,,28
349-1,MK-000-P-9300-22-1,SS,4/27/2020,,7,20,349,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2020,5/11/2020,,,,6/3/2020,37,0,14,,,,,,,,,23
350-1,MK-000-P-9358-10-1,SS,4/9/2020,,5,10,350,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/9/2020,4/20/2020,,,5/28/2020,6/10/2020,62,0,11,38,,,51,,,,,
350-2,MK-000-P-9358-10-2,SS,2/11/2020,,5,10,350,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/19/2020,3/2/2020,3/10/2020,3/11/2020,3/30/2020,48,1,7,21,,28,40,20,1,,,
351-1,MK-000-P-9359-10-1,SS,4/9/2020,,5,10,351,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/9/2020,4/16/2020,,,5/28/2020,6/10/2020,62,0,7,42,,,55,,,,,
351-2,MK-000-P-9359-10-2,SS,2/11/2020,,5,10,351,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/19/2020,3/2/2020,3/10/2020,3/11/2020,3/30/2020,48,1,7,21,,28,40,20,1,,,
352-1,MK-000-P-9502-80-1,CS,2/24/2020,,4,80,352,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,3/5/2020,3/25/2020,,3/16/2020,3/26/2020,31,3,7,11,9,1,21,,,,,
352-2,MK-000-P-9502-80-2,CS,2/24/2020,,4,80,352,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,2/28/2020,3/23/2020,,3/11/2020,3/23/2020,28,3,1,12,12,0,24,,,,,
353-1,MK-000-P-9784-80-1,SS,2/28/2020,,4,80,353,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,3/4/2020,,3/10/2020,3/11/2020,3/30/2020,31,0,5,7,,,26,6,1,,,
353-2,MK-000-P-9784-80-2,SS,2/28/2020,,4,80,353,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,3/4/2020,,3/10/2020,3/11/2020,3/30/2020,31,0,5,7,,,26,6,1,,,
353-3,MK-000-P-9784-80-3,SS,2/28/2020,,4,80,353,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,3/2/2020,,3/10/2020,3/11/2020,3/30/2020,31,0,3,9,,,28,8,1,,,
353-4,MK-000-P-9784-80-4,SS,2/28/2020,,4,80,353,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,3/4/2020,,3/10/2020,3/11/2020,3/30/2020,31,0,5,7,,,26,6,1,,,
354-1,MK-000-P-9784-81-1,SS,2/28/2020,,4,80,354,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,3/3/2020,,3/10/2020,3/11/2020,3/30/2020,31,0,4,8,,,27,7,1,,,
354-2,MK-000-P-9784-81-2,SS,3/13/2020,,4,80,354,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/13/2020,3/16/2020,,,5/28/2020,6/10/2020,89,0,3,73,,,86,,,,,
355-1,MK-000-P-9785-80-1,SS,2/14/2020,,4,80,355,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/17/2020,2/21/2020,,3/10/2020,3/11/2020,3/30/2020,45,3,4,19,,,38,18,1,,,
355-2,MK-000-P-9785-80-2,SS,2/11/2020,,4,80,355,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/17/2020,,3/10/2020,3/11/2020,3/30/2020,48,1,5,23,,,42,22,1,,,
355-3,MK-000-P-9785-80-3,SS,2/14/2020,,4,80,355,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/17/2020,2/21/2020,,3/10/2020,3/11/2020,3/30/2020,45,3,4,19,,,38,18,1,,,
356-1,MK-000-P-9785-81-1,SS,2/14/2020,,4,80,356,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/17/2020,2/20/2020,,3/10/2020,3/11/2020,3/30/2020,45,3,3,20,,,39,19,1,,,
356-2,MK-000-P-9785-81-2,SS,2/25/2020,,4,80,356,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,3/4/2020,,3/10/2020,3/11/2020,3/30/2020,34,1,7,7,,,26,6,1,,,
357-1,MK-000-P-9809-81-1,CS,2/26/2020,,4,80,357,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,3/7/2020,3/26/2020,3/13/2020,3/18/2020,3/30/2020,33,2,8,11,8,4,23,6,5,,,
357-2,MK-000-P-9809-81-2,CS,2/11/2020,,4,80,357,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/13/2020,2/15/2020,,,2/25/2020,3/19/2020,37,2,2,10,,,33,,,,,
357-3,MK-000-P-9809-81-3,CS,2/18/2020,,4,80,357,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/21/2020,3/17/2020,,3/4/2020,3/19/2020,30,2,1,12,13,2,27,,,,,
357-4,MK-000-P-9809-81-4,CS,2/18/2020,,4,80,357,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/22/2020,3/17/2020,,3/4/2020,3/19/2020,30,3,1,11,13,2,26,,,,,
358-1,MK-000-P-9913-22-1,SS,4/9/2020,,7,20,358,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/9/2020,4/15/2020,,,,4/22/2020,13,0,6,,,,,,,,,7
359-1,MK-000-P-9913-23-1,SS,4/13/2020,,7,20,359,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2020,4/15/2020,,,,4/22/2020,9,1,1,,,,,,,,,7
360-1,MK-000-P-9914-20-1,SS,2/11/2020,,7,20,360,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/18/2020,,3/10/2020,3/11/2020,3/30/2020,48,1,6,22,,,41,21,1,,,
361-1,MK-000-P-9933-21-1,SS,2/11/2020,,7,20,361,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/19/2020,3/3/2020,,,3/10/2020,28,1,7,,,,,,,13,7,20
362-1,MK-000-P-9935-21-1,SS,2/11/2020,,7,20,362,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/18/2020,3/3/2020,,,3/10/2020,28,1,6,,,,,,,14,7,21
363-1,MK-000-P-9936-22-1,SS,2/11/2020,,7,20,363,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/18/2020,3/3/2020,,,3/10/2020,28,1,6,,,,,,,14,7,21
364-1,MK-000-P-9936-23-1,SS,2/11/2020,,7,20,364,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/18/2020,3/3/2020,,,3/10/2020,28,1,6,,,,,,,14,7,21
365-1,MK-000-P-20063-62-1,CS,2/18/2020,,6,60,365,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/22/2020,2/28/2020,3/17/2020,,3/4/2020,3/19/2020,30,4,6,5,13,2,20,,,,,
366-1,MK-000-P-20065-60-1,CS,2/19/2020,,6,60,366,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/24/2020,3/23/2020,,3/5/2020,3/26/2020,36,0,5,10,18,3,31,,,,,
367-1,MK-000-P-20066-61-1,CS,2/13/2020,,6,60,367,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/13/2020,2/17/2020,3/3/2020,2/18/2020,2/19/2020,3/5/2020,21,0,4,2,13,2,17,1,1,,,
368-1,MK-000-P-20071-60-1,CS,2/19/2020,,6,60,368,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/21/2020,3/23/2020,,3/5/2020,3/26/2020,36,0,2,13,18,3,34,,,,,
369-1,MK-000-P-20071-61-1,CS,2/19/2020,,6,60,369,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/27/2020,3/23/2020,,3/5/2020,3/26/2020,36,0,8,7,18,3,28,,,,,
370-1,MK-000-P-20084-60-1,CS,2/19/2020,,6,60,370,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/27/2020,3/23/2020,,3/5/2020,3/26/2020,36,0,8,7,18,3,28,,,,,
371-1,MK-000-POWS-9730-30-1,CS,2/19/2020,,3,30,371,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/26/2020,3/23/2020,,3/5/2020,3/26/2020,36,0,7,8,18,3,29,,,,,
372-1,MK-000-POWS-9736-30-1,CS,2/24/2020,,3,30,372,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,3/1/2020,3/23/2020,,3/11/2020,3/23/2020,28,3,3,10,12,0,22,,,,,
373-1,MK-000-POWS-9737-30-1,CS,2/24/2020,,3,30,373,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,3/2/2020,3/19/2020,,3/4/2020,3/20/2020,25,3,4,2,15,1,18,,,,,
374-1,MK-000-POWS-9737-31-1,CS,2/24/2020,,3,30,374,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/29/2020,3/1/2020,3/23/2020,,3/11/2020,3/23/2020,28,5,1,10,12,0,22,,,,,
374-1R,MK-000-POWS-9737-31-1R,CS,3/26/2020,,3,30,374,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/26/2020,3/27/2020,,4/8/2020,4/9/2020,5/20/2020,55,0,1,13,,,54,12,1,,,
375-1,MK-000-POWS-9753-30-1,CS,2/19/2020,,3,30,375,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/24/2020,3/23/2020,,3/5/2020,3/26/2020,36,0,5,10,18,3,31,,,,,
376-1,MK-000-POWS-9754-30-1,CS,2/19/2020,,3,30,376,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/27/2020,3/19/2020,3/9/2020,3/10/2020,3/26/2020,36,1,7,12,9,7,28,11,1,,,
377-1,MK-000-POWS-9755-30-1,CS,2/19/2020,,3,30,377,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/24/2020,3/23/2020,,3/5/2020,3/26/2020,36,1,4,10,18,3,31,,,,,
378-1,MK-000-POWS-9756-30-1,CS,2/19/2020,,3,30,378,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/24/2020,3/23/2020,,3/5/2020,3/26/2020,36,1,4,10,18,3,31,,,,,
379-1,MK-000-POWS-9821-80-1,CS,2/18/2020,,4,80,379,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/24/2020,2/26/2020,3/23/2020,,3/11/2020,3/23/2020,34,6,2,14,12,0,26,,,,,
379-2,MK-000-POWS-9821-80-2,CS,2/18/2020,,4,80,379,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/24/2020,2/25/2020,3/17/2020,,3/4/2020,3/19/2020,30,6,1,8,13,2,23,,,,,
379-3,MK-000-POWS-9821-80-3,CS,2/26/2020,,4,80,379,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,3/7/2020,3/22/2020,3/11/2020,3/12/2020,3/12/2020,15,2,8,5,10,,5,4,1,,,
380-1,MK-000-S5-20225-60-1,CS,2/18/2020,,6,60,380,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/23/2020,3/17/2020,,2/27/2020,3/19/2020,30,3,2,4,19,2,25,,,,,
380-2,MK-000-S5-20225-60-2,CS,2/18/2020,,6,60,380,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/23/2020,2/27/2020,3/17/2020,,3/4/2020,3/19/2020,30,5,4,6,13,2,21,,,,,
380-3,MK-000-S5-20225-60-3,CS,2/18/2020,,6,60,380,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/22/2020,3/17/2020,,2/27/2020,3/19/2020,30,3,1,5,19,2,26,,,,,
380-4,MK-000-S5-20225-60-4,CS,2/27/2020,,6,60,380,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/6/2020,3/23/2020,,3/11/2020,3/23/2020,25,3,5,5,12,0,17,,,,,
381-1,MK-000-SC-20254-61-1,CS,2/18/2020,,6,60,381,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/22/2020,3/17/2020,,2/27/2020,3/19/2020,30,3,1,5,19,2,26,,,,,
381-2,MK-000-SC-20254-61-2,CS,2/18/2020,,6,60,381,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/22/2020,3/17/2020,,2/27/2020,3/19/2020,30,3,1,5,19,2,26,,,,,
382-1,MK-000-WF-9357-21-1,CS,2/13/2020,,7,20,382,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/15/2020,2/16/2020,,,2/25/2020,3/19/2020,35,2,1,9,,,32,,,,,
382-2,MK-000-WF-9357-21-2,CS,2/18/2020,,7,20,382,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/24/2020,3/17/2020,,3/4/2020,3/19/2020,30,3,3,9,13,2,24,,,,,
383-1,MK-000-WF-9357-22-1,CS,2/24/2020,,7,20,383,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,3/1/2020,3/23/2020,,3/10/2020,3/23/2020,28,3,3,9,13,0,22,,,,,
384-1,MK-000-WF-20058-60-1,CS,2/11/2020,,6,60,384,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/11/2020,2/14/2020,3/3/2020,2/18/2020,2/19/2020,3/5/2020,23,0,3,5,13,2,20,4,1,,,
385-1,MK-000-WF-20058-61-1,CS,2/26/2020,,6,60,385,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/4/2020,3/10/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,40,7,6,14,9,4,27,13,1,,,
385-2,MK-000-WF-20058-61-2,CS,2/18/2020,,6,60,385,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/21/2020,,,2/25/2020,3/19/2020,30,2,1,4,,,27,,,,,
385-3,MK-000-WF-20058-61-3,CS,2/19/2020,,6,60,385,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/26/2020,3/23/2020,,3/5/2020,3/26/2020,36,1,6,8,18,3,29,,,,,
385-4,MK-000-WF-20058-61-4,CS,2/24/2020,,6,60,385,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,2/28/2020,3/19/2020,,3/4/2020,3/20/2020,25,2,2,5,15,1,21,,,,,
386-1,MK-000-WF-20059-60-1,CS,2/11/2020,,6,60,386,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/11/2020,2/14/2020,3/3/2020,2/18/2020,2/19/2020,3/5/2020,23,0,3,5,13,2,20,4,1,,,
387-1,MK-000-WF-20059-61-1,CS,2/24/2020,,6,60,387,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,2/28/2020,3/23/2020,,3/11/2020,3/23/2020,28,2,2,12,12,0,24,,,,,
387-2,MK-000-WF-20059-61-2,CS,2/19/2020,,6,60,387,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/27/2020,3/19/2020,3/9/2020,3/10/2020,3/26/2020,36,1,7,12,9,7,28,11,1,,,
387-3,MK-000-WF-20059-61-3,CS,2/18/2020,,6,60,387,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/21/2020,,,2/25/2020,3/19/2020,30,2,1,4,,,27,,,,,
387-4,MK-000-WF-20059-61-4,CS,2/26/2020,,6,60,387,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/4/2020,3/9/2020,3/26/2020,3/16/2020,3/18/2020,3/30/2020,33,7,5,9,8,4,21,7,2,,,
388-1,MK-000-WF-20269-61-1,CS,2/18/2020,,6,60,388,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/22/2020,2/24/2020,3/17/2020,,3/4/2020,3/19/2020,30,4,2,9,13,2,24,,,,,
388-2,MK-000-WF-20269-61-2,CS,2/18/2020,,6,60,388,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/22/2020,2/26/2020,3/19/2020,,3/4/2020,3/20/2020,31,4,4,7,15,1,23,,,,,
389-1,MK-000-NI-20153-62-1,CS,2/18/2020,,6,60,389,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/23/2020,2/27/2020,3/17/2020,,3/4/2020,3/19/2020,30,5,4,6,13,2,21,,,,,
390-1,MK-000-NI-20169-60-1,CS,2/18/2020,,6,60,390,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/21/2020,3/17/2020,,3/4/2020,3/19/2020,30,2,1,12,13,2,27,,,,,
391-1,MK-000-NI-20169-61-1,CS,2/18/2020,,6,60,391,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/21/2020,,,2/25/2020,3/19/2020,30,2,1,4,,,27,,,,,
391-2,MK-000-NI-20169-61-2,CS,2/18/2020,,6,60,391,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/27/2020,3/17/2020,,3/4/2020,3/19/2020,30,2,7,6,13,2,21,,,,,
391-3,MK-000-NI-20169-61-3,CS,2/24/2020,,6,60,391,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,2/27/2020,3/19/2020,,3/4/2020,3/20/2020,25,2,1,6,15,1,22,,,,,
392-1,MK-000-P-9041-10-1,CS,2/20/2020,,5,10,392,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,3/3/2020,3/22/2020,3/11/2020,3/12/2020,3/12/2020,21,7,5,9,10,,9,8,1,,,
392-2,MK-000-P-9041-10-2,CS,2/20/2020,,5,10,392,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,3/5/2020,3/22/2020,3/11/2020,3/12/2020,3/12/2020,21,7,7,7,10,,7,6,1,,,
393-1,MK-000-P-9042-11-1,CS,2/18/2020,,5,10,393,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/21/2020,3/17/2020,,2/27/2020,3/19/2020,30,1,2,6,19,2,27,,,,,
393-2,MK-000-P-9042-11-2,CS,2/24/2020,,5,10,393,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,3/3/2020,,,3/17/2020,3/26/2020,31,4,4,14,,,23,,,,,
394-1,MK-000-P-9042-12-1,CS,2/24/2020,,5,10,394,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,3/4/2020,3/23/2020,,3/11/2020,3/23/2020,28,3,6,7,12,0,19,,,,,
394-2,MK-000-P-9042-12-2,CS,2/24/2020,,5,10,394,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,2/27/2020,3/19/2020,,3/4/2020,3/20/2020,25,2,1,6,15,1,22,,,,,
394-3,MK-000-P-9042-12-3,CS,2/24/2020,,5,10,394,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,2/28/2020,3/19/2020,,3/4/2020,3/20/2020,25,2,2,5,15,1,21,,,,,
395-1,MK-000-P-9046-11-1,CS,2/28/2020,,5,10,395,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2020,3/9/2020,3/23/2020,,3/13/2020,4/1/2020,33,3,7,4,10,9,23,,,,,
395-2,MK-000-P-9046-11-2,CS,2/18/2020,,5,10,395,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/21/2020,3/17/2020,,2/27/2020,3/19/2020,30,1,2,6,19,2,27,,,,,
396-1,MK-000-P-9048-10-1,CS,2/20/2020,,5,10,396,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,3/1/2020,3/17/2020,3/5/2020,3/6/2020,3/23/2020,32,6,4,5,11,6,22,4,1,,,
396-2,MK-000-P-9048-10-2,CS,2/18/2020,,5,10,396,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/23/2020,3/17/2020,,3/4/2020,3/19/2020,30,3,2,10,13,2,25,,,,,
396,MK-000-P-9048-10-3,CS,2/11/2020,,5,10,396,ISS,ISS,PA,,2,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/11/2020,2/15/2020,3/3/2020,2/18/2020,2/19/2020,3/5/2020,23,0,4,4,13,2,19,3,1,,,
396-5,MK-000-P-9048-10-5,CS,2/18/2020,,5,10,396,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/23/2020,3/17/2020,,2/28/2020,3/19/2020,30,3,2,5,18,2,25,,,,,
397-1,MK-000-P-9048-12-1,CS,2/24/2020,,5,10,397,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,2/28/2020,3/17/2020,,3/4/2020,3/19/2020,24,3,1,5,13,2,20,,,,,
397-2,MK-000-P-9048-12-2,CS,2/24/2020,,5,10,397,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,3/3/2020,3/25/2020,,3/11/2020,3/26/2020,31,3,5,8,14,1,23,,,,,
397-3,MK-000-P-9048-12-3,CS,3/3/2020,,5,10,397,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/7/2020,3/25/2020,,3/12/2020,3/26/2020,23,2,2,5,13,1,19,,,,,
398-1,MK-000-P-9049-11-1,CS,2/11/2020,,5,10,398,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/11/2020,2/14/2020,3/3/2020,2/18/2020,2/19/2020,3/5/2020,23,0,3,5,13,2,20,4,1,,,
398-2,MK-000-P-9049-11-2,CS,2/28/2020,,5,10,398,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2020,3/5/2020,3/23/2020,,3/13/2020,4/1/2020,33,3,3,8,10,9,27,,,,,
399-1,MK-000-P-9049-12-1,CS,2/28/2020,,5,10,399,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2020,3/4/2020,3/19/2020,3/9/2020,3/10/2020,3/26/2020,27,3,2,6,9,7,22,5,1,,,
