,1773,,,,,,1773,1773,1773,1773,110,0,1750,0,689,1492,1288,1398,1772,,,,,,,
SHOP,ISO NO,PIECEMARK,REF. DWG.,LINE NO.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,PHASE,ON HOLD,OFF HOLD,HYDRO,HYDRO DATE
PA        ,     543-1,MK-000-CWR-20031-61-1,000-CWR-20031-61                             ,"2000-CWR-20031-4""-T12CS1T01-ETW-1 1/2""-PF    ",19                       ,-                   ,03/04/2020,03/06/2020,03/07/2020,03/08/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T12CS1T01 ,CWA-6     ,,,N/A   ,
PA        ,     736-2,MK-000-GLR-20200-60-2,000-GLR-20200-60                             ,"2000-GLR-20200-2""-T1CB2S01-ETW-1""-PF         ",19                       ,-                   ,02/25/2020,03/03/2020,03/03/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,     548-3,MK-000-GLS-20197-63-3,000-GLS-20197-63                             ,"2000-GLS-20197-2""-T1CB2S01-ETW-1""-PF         ",19                       ,-                   ,02/25/2020,03/02/2020,03/02/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,     740-2,MK-000-GLS-20199-60-2,000-GLS-20199-60                             ,"2000-GLS-20199-2""-T1CB2S01-ETW-1""-PF         ",19                       ,-                   ,02/25/2020,03/02/2020,03/02/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,     832-1,MK-000-H-20064-55-1,000-H-20064-55                               ,"900-H-20064-2""-T6CA2S01-NT-0""-N              ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/26/2020,03/02/2020,03/07/2020,03/08/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T6CA2S01  ,CWA-5     ,,,N/A   ,
PA        ,     266-2,MK-000-H-20064-61-2,000-H-20064-61                               ,"2000-H-20064-2""-T6CA2S01-NT-0""-N             ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/27/2020,02/29/2020,02/29/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T6CA2S01  ,CWA-6     ,,,N/A   ,
PA        ,     689-1,MK-000-H-20073-62-1,000-H-20073-62                               ,"2000-H-20073-2""-T6CA2S01-NT-N                ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/26/2020,02/29/2020,02/29/2020,02/29/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T6CA2S01  ,CWA-6     ,,,N/A   ,
PA        ,     564-2,MK-000-NI-9551-20-2,000-NI-9551-20                               ,"900-NI-9551-2""-T1CB1S01-NT-0""-N              ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/21/2020,03/02/2020,03/03/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
PA        ,     175-2,MK-000-NI-9767-80-2,000-NI-9767-80                               ,"900-NI-9767-1""-T1CB1S01-NT-0""-N              ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/28/2020,03/04/2020,03/04/2020,03/04/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
PA        ,     176-2,MK-000-NI-9767-81-2,000-NI-9767-81                               ,"900-NI-9767-1""-T1CB1S01-NT-0""-N              ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/28/2020,03/03/2020,03/03/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
PA        ,     757-2,MK-000-NI-9832-03-2,000-NI-9832-03                               ,"900-NI-9832-2""-T1CB1S01-NT-N                 ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/02/2020,03/05/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
PA        ,      42-1,MK-000-P-9011-70-1,000-P-9011-70                                ,"900-P-9011-6""-T1CB2S01-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,03/02/2020,03/03/2020,03/04/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB2S01  ,CWA-5     ,,,N/A   ,
PA        ,     392-1,MK-000-P-9041-10-1,000-P-9041-10                                ,"900-P-9041-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,03/01/2020,03/02/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     392-2,MK-000-P-9041-10-2,000-P-9041-10                                ,"900-P-9041-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,03/02/2020,03/04/2020,03/05/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     276-2,MK-000-P-9043-11-2,000-P-9043-11                                ,"900-P-9043-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/28/2020,03/03/2020,03/05/2020,03/05/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     448-2,MK-000-P-9046-10-2,000-P-9046-10                                ,"900-P-9046-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/28/2020,02/28/2020,02/29/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     875-1,MK-000-P-9159-33-1,000-P-9159-33                                ,"900-P-9159-2""-T6CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/02/2020,03/06/2020,03/08/2020,03/08/2020,,,03/18/2020,,03/11/2020,03/19/2020,03/20/2020,03/22/2020,03/25/2020,P4008     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     877-1,MK-000-P-9159-36-1,000-P-9159-36                                ,"900-P-9159-2""-T6CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/02/2020,03/06/2020,03/08/2020,03/08/2020,,,03/18/2020,,03/11/2020,03/19/2020,03/20/2020,03/22/2020,03/25/2020,P4008     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     416-3,MK-000-P-9213-10-3,000-P-9213-10                                ,"900-P-9213-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/29/2020,02/29/2020,03/01/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     419-4,MK-000-P-9216-10-4,000-P-9216-10                                ,"900-P-9216-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,03/03/2020,03/03/2020,03/04/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     465-2,MK-000-P-9216-13-2,000-P-9216-13                                ,"900-P-9216-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/09/2020,03/09/2020,03/09/2020,03/09/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     469-2,MK-000-P-9217-13-2,000-P-9217-13                                ,"900-P-9217-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/09/2020,03/09/2020,03/09/2020,03/09/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     703-1,MK-000-P-9257-30-1,000-P-9257-30                                ,"900-P-9257-6""-T3CH2S99-ETW-1 1/2""-PF         ",19                       ,-                   ,02/26/2020,03/03/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T3CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     920-3,MK-000-P-9342-80-3,000-P-9342-80                                ,"900-P-9342-8""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,03/04/2020,03/05/2020,03/05/2020,03/05/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     425-1,MK-000-P-9809-80-1,000-P-9809-80                                ,"900-P-9809-1""-T9CH2S99-ETW-1""-PF             ",19                       ,-                   ,02/28/2020,03/05/2020,03/05/2020,03/05/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     839-1,MK-000-P-9820-33-1,000-P-9820-33                                ,"900-P-9820-2""-T6CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/02/2020,03/06/2020,03/07/2020,03/08/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     379-3,MK-000-POWS-9821-80-3,000-POWS-9821-80                             ,"900-POWS-9821-1""-T1CB2S01-ETW-1""-PF          ",19                       ,-                   ,02/28/2020,03/04/2020,03/07/2020,03/07/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB2S01  ,CWA-5     ,,,N/A   ,
PA        ,     783-2,MK-000-S15-9790-03-2,000-S15-9790-03                              ,"900-S15-9790-2""-T1CS1S02-ET-2""-HC            ",19                       ,-                   ,02/19/2020,03/02/2020,03/03/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     133-2,MK-000-S15-9790-70-2,000-S15-9790-70                              ,"900-S15-9790-6""-T1CS1S02-ET-2 1/2""-HC        ",19                       ,-                   ,03/03/2020,03/04/2020,03/06/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     898-1,MK-000-S15-9951-02-1,000-S15-9951-02                              ,"900-S15-9951-1""-T1CS1S02-NT-1 1/2""-HC        ",19                       ,-                   ,03/02/2020,03/05/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     894-1,MK-000-S5-20145-64-1,000-S5-20145-64                              ,"2000-S5-20145-1""-T1CS1S02-ETW-1 1/2""-HC      ",19                       ,-                   ,03/02/2020,03/05/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-6     ,,,N/A   ,
PA        ,     248-1,MK-000-S5-9408-30-1,000-S5-9408-30                               ,"900-S5-9408-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,03/02/2020,03/05/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     128-1,MK-000-S5-9414-42-1,000-S5-9414-42                               ,"900-S5-9414-1""-T1CS1S02-ETW-1 1/2""-HC        ",19                       ,-                   ,02/28/2020,03/05/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     714-1,MK-000-S5-9419-20-1,000-S5-9419-20                               ,"900-S5-9419-1""-T1CS1S02-ETW-1 1/2""-HC        ",19                       ,-                   ,03/02/2020,03/06/2020,03/06/2020,03/07/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     636-2,MK-000-S5-9547-21-2,000-S5-9547-21                               ,"900-S5-9547-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/27/2020,03/03/2020,03/03/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     637-1,MK-000-S5-9547-22-1,000-S5-9547-22                               ,"900-S5-9547-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/27/2020,03/02/2020,03/02/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     638-1,MK-000-S5-9547-24-1,000-S5-9547-24                               ,"900-S5-9547-1""-T1CS1S02-ETW-1 1/2""-HC        ",19                       ,-                   ,03/02/2020,03/04/2020,03/04/2020,03/05/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     157-1,MK-000-S5-9550-83-1,000-S5-9550-83                               ,"900-S5-9550-1""-T1CS1S02-ETW-1 1/2""-HC        ",19                       ,-                   ,02/28/2020,03/04/2020,03/05/2020,03/05/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     190-1,MK-000-SC-9648-82-1,000-SC-9648-82                               ,"900-SC-9648-1-1/2""-T1CS1S02-ETW-2""-HC        ",19                       ,-                   ,03/02/2020,03/05/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     645-1,MK-000-SC-9657-23-1,000-SC-9657-23                               ,"900-SC-9657-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/27/2020,03/07/2020,03/09/2020,03/09/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     728-2,MK-000-WF-20271-60-2,000-WF-20271-60                              ,"2000-WF-20271-2""-T1CB2S01-ETW-1""-PF          ",40                       ,LIGHT GRAY          ,02/25/2020,03/03/2020,03/03/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,     907-1,MK-000-WF-9538-10-1,000-WF-9538-10                               ,"900-WF-9538-2""-T1CH2S99-ETW-1""-PF            ",40                       ,LIGHT GRAY          ,03/02/2020,03/05/2020,03/06/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     978-1,MK-000-WF-9672-80-1,000-WF-9672-80                               ,"900-WF-9672-2""-T1CH2S99-ETW-1""-PF            ",40                       ,LIGHT GRAY          ,03/02/2020,03/06/2020,03/07/2020,03/08/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,      16-1,MK-000-WF-9762-70-1,000-WF-9762-70                               ,"900-WF-9762-0.75""-T1CH2S99-ETW-1""-PF         ",40                       ,LIGHT GRAY          ,03/02/2020,03/05/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,      31-1,MK-000-WF-9762-71-1,000-WF-9762-71                               ,"900-WF-9762-3/4""-T1CH2S99-ETW-1""-PF          ",40                       ,LIGHT GRAY          ,03/02/2020,03/05/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     501-2,MK-000-WP-20048-64-2,000-WP-20048-64                              ,"2000-WP-20048-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,02/28/2020,03/03/2020,03/05/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     804-1,MK-000-WP-20219-60-1,000-WP-20219-60                              ,"2000-WP-20219-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,03/02/2020,03/04/2020,03/06/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     656-1,MK-000-WP-20220-61-1,000-WP-20220-61                              ,"2000-WP-20220-4""-T1CH2S99-ETW-1 1/2""-PF      ",19                       ,-                   ,02/29/2020,03/03/2020,03/03/2020,03/04/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,02/24/2020,N/A   ,
PA        ,     657-2,MK-000-WP-20220-62-2,000-WP-20220-62                              ,"2000-WP-20220-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,03/02/2020,03/06/2020,03/07/2020,03/08/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     658-2,MK-000-WP-20221-60-2,000-WP-20221-60                              ,"2000-WP-20221-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,03/02/2020,03/06/2020,03/07/2020,03/08/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     805-1,MK-000-WP-20223-60-1,000-WP-20223-60                              ,"2000-WP-20223-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,03/02/2020,03/04/2020,03/06/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     810-1,MK-000-WP-20243-60-1,000-WP-20243-60                              ,"2000-WP-20243-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,02/25/2020,03/02/2020,03/02/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     810-3,MK-000-WP-20243-60-3,000-WP-20243-60                              ,"2000-WP-20243-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,03/02/2020,03/04/2020,03/06/2020,03/07/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     507-1,MK-000-WP-20247-61-1,000-WP-20247-61                              ,"2000-WP-20247-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,02/28/2020,03/02/2020,03/03/2020,03/03/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     661-4,MK-000-WP-20248-60-4,000-WP-20248-60                              ,"2000-WP-20248-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,03/02/2020,03/06/2020,03/07/2020,03/08/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     433-1,MK-000-WP-20249-60-1,000-WP-20249-60                              ,"2000-WP-20249-4""-T1CH2S99-ETW-1 1/2""-PF      ",19                       ,-                   ,03/03/2020,03/03/2020,03/03/2020,03/04/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     812-3,MK-000-WP-20265-60-3,000-WP-20265-60                              ,"2000-WP-20265-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,03/02/2020,03/04/2020,03/06/2020,03/06/2020,,,03/18/2020,,03/11/2020,03/12/2020,03/20/2020,03/22/2020,03/12/2020,P4008     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     819-1,MK-000-CWR-20099-61-1,000-CWR-20099-61                             ,"2000-CWR-20099-8""-T12CS1T01-ETW-1 1/2""-PF    ",19                       ,-                   ,02/26/2020,03/02/2020,03/03/2020,03/03/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T12CS1T01 ,CWA-6     ,,,N/A   ,
PA        ,     687-1,MK-000-H-20073-60-1,000-H-20073-60                               ,"2000-H-20073-2""-T6CA2S01-NT-2""-PP            ",21 (MOD)/19/SEE ISO      ,WINDOW GRAY RAL 7040,02/26/2020,03/02/2020,03/03/2020,03/03/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T6CA2S01  ,CWA-6     ,,,N/A   ,
PA        ,     692-2,MK-000-H-20085-62-2,000-H-20085-62                               ,"2000-H-20085-2""-T6CA2S01-NT-0""-N             ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/26/2020,03/04/2020,03/05/2020,03/06/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T6CA2S01  ,CWA-6     ,,,N/A   ,
PA        ,     323-2,MK-000-H-20159-60-2,000-H-20159-60                               ,"2000-H-20159-6""-T6CB2S01-NT-0""-N             ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/21/2020,03/03/2020,03/03/2020,03/04/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T6CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,     324-2,MK-000-H-20160-60-2,000-H-2016-60                                ,"2000-H-20160-6""-T6CB2S01-NT-0""-N             ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/04/2020,03/07/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T6CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,     106-3,MK-000-H-9238-80-3,000-H-9238-80                                ,"900-H-9238-4""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,02/26/2020,02/28/2020,02/29/2020,03/01/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     555-1,MK-000-NG-9824-05-1,000-NG-9824-05                               ,"900-NG-9824-3""-T3CB1S01-NT-1 1/2""-HC         ",19                       ,-                   ,02/19/2020,03/06/2020,03/08/2020,03/08/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T3CB1S01  ,CWA-5     ,,,N/A   ,
PA        ,     575-2,MK-000-P-9010-70-2,000-P-9010-70                                ,"900-P-9010-6""-T1CB2S01-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,03/03/2020,03/03/2020,03/04/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T1CB2S01  ,CWA-5     ,,,N/A   ,
PA        ,      26-2,MK-000-P-9028-70-2,000-P-9028-70                                ,"900-P-9028-6""-T9CB2S01-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,02/28/2020,02/28/2020,02/29/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
PA        ,     144-1,MK-000-P-9042-80-1,000-P-9042-80                                ,"900-P-9042-8""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,03/04/2020,03/06/2020,03/07/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     113-1,MK-000-P-9056-30-1,000-P-9056-30                                ,"900-P-9056-6""-T6CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/01/2020,03/04/2020,03/05/2020,03/06/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     458-1,MK-000-P-9095-20-1,000-P-9095-20                                ,"900-P-9095-8""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,02/26/2020,03/04/2020,03/07/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     459-2,MK-000-P-9095-21-2,000-P-9095-21                                ,"900-P-9095-8""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,02/26/2020,03/03/2020,03/03/2020,03/04/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     459-4,MK-000-P-9095-21-4,000-P-9095-21                                ,"900-P-9095-8""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,02/26/2020,03/04/2020,03/07/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     459-5,MK-000-P-9095-21-5,000-P-9095-21                                ,"900-P-9095-8""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,03/04/2020,03/05/2020,03/05/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
