Sheetsketc,Pcmkipcmar,Sheetrefdw,Sheetclien,Sheetclie1,Sheetlinen,Sheetpaint,Sheettopco,Sheetprior,Sheetprio1,Pulltranda,_1fittrand,Ffittranda,Wouttranda,Strestrand,Bastrandat,Sqctrandat,Cqctrandat,Rtctrandat,Stctrandat,Atstrandat,Rtstrandat,Sitetranda,Idfilloadn,Sheetbomco,Sheetlines,Sheetphase,Idfilonhol,Idfiloffho,Sheetshoph,Hydrotrand,Jobsjobpla,Sheetcusts,Sheettrans,Sheetpwht,Sheetpmi,Sheetfabco,Pcmkiitemw,Sheetsum_f,Sheetrevle
     422-2,PM110XA-CS-97779.07-2         ,PM110XA-CS-97779.07                          ,0,7,"2""-PM110XA-CS-97779.07                       ",12.7,LIGHT GRAY          ,,6P        ,9/2/2020,9/10/2020,9/10/2020,9/10/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AF1       ,J32       ,,,908,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,40.75,2
     423-1,PM110XA-CS-97779.08-1         ,PM110XA-CS-97779.08                          ,0,8,"2""-PM110XA-CS-97779.08                       ",12.7,LIGHT GRAY          ,,6P        ,8/12/2020,8/31/2020,8/31/2020,9/1/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AF1       ,J32       ,,,908,9/22/2020,PA        ,7052,1,N/A   ,N/A   ,110,,27.66,2
     423-2,PM110XA-CS-97779.08-2         ,PM110XA-CS-97779.08                          ,0,8,"2""-PM110XA-CS-97779.08                       ",12.7,LIGHT GRAY          ,,6P        ,8/12/2020,8/26/2020,8/26/2020,8/28/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AF1       ,J32       ,,,908,9/22/2020,PA        ,7052,1,N/A   ,N/A   ,110,,39.52,3
     423-3,PM110XA-CS-97779.08-3         ,PM110XA-CS-97779.08                          ,0,8,"2""-PM110XA-CS-97779.08                       ",12.7,LIGHT GRAY          ,,6P        ,8/12/2020,8/25/2020,8/25/2020,8/26/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AF1       ,J32       ,,,908,9/22/2020,PA        ,7052,1,N/A   ,N/A   ,110,,39.53,3
     425-1,PM110XA-CS-97782.01-1         ,PM110XA-CS-97782.01                          ,0,1,"2""-PM110XA-CS-97782.01                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/17/2020,9/21/2020,9/21/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AJ2       ,J32       ,,,1118,9/24/2020,PA        ,7052,1,N/A   ,N/A   ,110,,32.85,0
     426-1,PM110XA-CS-97782.02-1         ,PM110XA-CS-97782.02                          ,0,2,"2""-PM110XA-CS-97782.02                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/15/2020,9/15/2020,9/15/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AJ2       ,J32       ,,,1118,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,39.47,0
     427-1,PM110XA-CS-97782.03-1         ,PM110XA-CS-97782.03                          ,0,3,"2""-PM110XA-CS-97782.03                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/16/2020,9/17/2020,9/17/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AJ2       ,J32       ,,,1118,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,39.21,0
     428-2,PM110XA-CS-97782.04-2         ,PM110XA-CS-97782.04                          ,0,4,"2""-PM110XA-CS-97782.04                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/16/2020,9/16/2020,9/16/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AJ2       ,J32       ,,,1118,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,39.47,0
     429-1,PM110XA-CS-97782.05-1         ,PM110XA-CS-97782.05                          ,0,5,"2""-PM110XA-CS-97782.05                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/17/2020,9/17/2020,9/21/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AJ2       ,J32       ,,,1118,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,40.4,0
     430-1,PM110XA-CS-97782.06-1         ,PM110XA-CS-97782.06                          ,0,6,"2""-PM110XA-CS-97782.06                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/16/2020,9/16/2020,9/17/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AJ2       ,J32       ,,,1118,9/24/2020,PA        ,7052,1,N/A   ,N/A   ,110,,34.59,0
     430-2,PM110XA-CS-97782.06-2         ,PM110XA-CS-97782.06                          ,0,6,"2""-PM110XA-CS-97782.06                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/16/2020,9/16/2020,9/16/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AJ2       ,J32       ,,,1118,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,39.47,0
     432-1,PM110XA-CS-97782.08-1         ,PM110XA-CS-97782.08                          ,0,8,"2""-PM110XA-CS-97782.08                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/16/2020,9/17/2020,9/21/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AJ2       ,J32       ,,,1118,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,39.36,0
     432-2,PM110XA-CS-97782.08-2         ,PM110XA-CS-97782.08                          ,0,8,"2""-PM110XA-CS-97782.08                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/16/2020,9/16/2020,9/16/2020,,,9/24/2020,,9/24/2020,9/28/2020,,,,P2010     ,,AJ2       ,J32       ,,,1118,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,39.47,0
      21-2,PK101XA-CCW-1502.01-2         ,PK101XA-CCW-1502.01                          ,0,1,"8""-PK101XA-CCW-1502.01                       ",12.1,-                   ,,60,9/23/2020,9/28/2020,9/28/2020,9/28/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AB0       ,J13       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,2.13,0
      22-2,PK101XA-CCW-1504.01-2         ,PK101XA-CCW-1504.01                          ,0,1,"8""-PK101XA-CCW-1504.01                       ",12.1,-                   ,,50,9/23/2020,9/28/2020,9/28/2020,9/29/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AB0       ,J18       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,2.13,0
      24-2,PK101XA-CCW-1514.01-2         ,PK101XA-CCW-1514.01                          ,0,1,"10""-PK101XA-CCW-1514.01                      ",12.1,-                   ,,TUS       ,9/17/2020,9/23/2020,9/24/2020,9/24/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AB0       ,J01       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,2.41,0
     101-1,PK104XA-CW-100407.02-1        ,PK104XA-CW-100407.02                         ,0,2,"2""-PK104XA-CW-100407.02                      ",3.1,GREEN               ,,6P        ,9/14/2020,9/23/2020,9/23/2020,9/24/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AB0       ,J23       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,104,6,19.9,0
     106-2,PK104XA-GN-97723.01-2         ,PK104XA-GN-97723.01                          ,0,1,"3""-PK104XA-GN-97723.01                       ",3.1,YELLOW              ,,6P        ,9/17/2020,9/23/2020,9/23/2020,9/24/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AB1       ,J23       ,,,75,9/28/2020,PA        ,7052,1,N/A   ,N/A   ,104,,4.27,0
     106-3,PK104XA-GN-97723.01-3         ,PK104XA-GN-97723.01                          ,0,1,"3""-PK104XA-GN-97723.01                       ",3.1,YELLOW              ,,6P        ,9/10/2020,9/14/2020,9/15/2020,9/15/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AB1       ,J23       ,,,75,9/28/2020,PA        ,7052,1,N/A   ,N/A   ,104,,10.41,0
     107-1,PK104XA-GN-98398.01-1         ,PK104XA-GN-98398.01                          ,0,1,"3""-PK104XA-GN-98398.01                       ",3.1,YELLOW              ,,6P        ,9/17/2020,9/23/2020,9/24/2020,9/24/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AB1       ,J23       ,,,75,9/28/2020,PA        ,7052,1,N/A   ,N/A   ,104,,1.57,0
     114-4,PK104XA-W-3696.01-4           ,PK104XA-W-3696.01                            ,0,1,"3""-PK104XA-W-3696.01                         ",3.1,SIGNAL GREEN        ,,6P        ,9/24/2020,9/24/2020,9/24/2020,9/28/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AB0       ,J23       ,,9/3/2020,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,104,,9.1,3
     260-1,PM101XA-JW-97760.02-1         ,PM101XA-JW-97760.02                          ,0,2,"6""-PM101XA-JW-97760.02                       ",2.5,LIGHT GRAY          ,,5P        ,9/17/2020,9/24/2020,9/28/2020,9/28/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AJ2       ,J07       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,19.6,0
     420-2,PM110XA-CS-97779.05-2         ,PM110XA-CS-97779.05                          ,0,5,"2""-PM110XA-CS-97779.05                       ",12.7,LIGHT GRAY          ,,6P        ,9/1/2020,9/1/2020,9/8/2020,9/8/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AF1       ,J32       ,,,908,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,23.58,2
     424-1,PM110XA-CS-97779.09-1         ,PM110XA-CS-97779.09                          ,0,9,"2""-PM110XA-CS-97779.09                       ",12.7,LIGHT GRAY          ,,6P        ,8/12/2020,9/1/2020,9/1/2020,9/2/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AF1       ,J32       ,,,908,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,7.61,2
     424-2,PM110XA-CS-97779.09-2         ,PM110XA-CS-97779.09                          ,0,9,"2""-PM110XA-CS-97779.09                       ",12.7,LIGHT GRAY          ,,6P        ,9/10/2020,9/14/2020,9/14/2020,9/14/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AF1       ,J32       ,,,908,9/22/2020,PA        ,7052,1,N/A   ,N/A   ,110,,14.57,0
     425-2,PM110XA-CS-97782.01-2         ,PM110XA-CS-97782.01                          ,0,1,"2""-PM110XA-CS-97782.01                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/17/2020,9/21/2020,9/21/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AJ2       ,J32       ,,,1118,9/24/2020,PA        ,7052,1,N/A   ,N/A   ,110,,41.23,0
     426-3,PM110XA-CS-97782.02-3         ,PM110XA-CS-97782.02                          ,0,2,"2""-PM110XA-CS-97782.02                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/17/2020,9/17/2020,9/17/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AJ2       ,J32       ,,,1118,9/24/2020,PA        ,7052,1,N/A   ,N/A   ,110,,6.99,0
     428-1,PM110XA-CS-97782.04-1         ,PM110XA-CS-97782.04                          ,0,4,"2""-PM110XA-CS-97782.04                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/16/2020,9/17/2020,9/21/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AJ2       ,J32       ,,,1118,9/24/2020,PA        ,7052,1,N/A   ,N/A   ,110,,40.03,0
     428-3,PM110XA-CS-97782.04-3         ,PM110XA-CS-97782.04                          ,0,4,"2""-PM110XA-CS-97782.04                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/17/2020,9/17/2020,9/21/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AJ2       ,J32       ,,,1118,9/24/2020,PA        ,7052,1,N/A   ,N/A   ,110,,28.48,0
     431-1,PM110XA-CS-97782.07-1         ,PM110XA-CS-97782.07                          ,0,7,"2""-PM110XA-CS-97782.07                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/17/2020,9/22/2020,9/22/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AJ2       ,J32       ,,,1118,9/24/2020,PA        ,7052,1,N/A   ,N/A   ,110,,40.19,0
     431-3,PM110XA-CS-97782.07-3         ,PM110XA-CS-97782.07                          ,0,7,"2""-PM110XA-CS-97782.07                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/21/2020,9/21/2020,9/22/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AJ2       ,J32       ,,,1118,9/24/2020,PA        ,7052,1,N/A   ,N/A   ,110,,39.85,0
     433-1,PM110XA-CS-97782.09-1         ,PM110XA-CS-97782.09                          ,0,9,"2""-PM110XA-CS-97782.09                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/17/2020,9/17/2020,9/21/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AJ2       ,J32       ,,,1118,9/24/2020,PA        ,7052,1,N/A   ,N/A   ,110,,16.2,0
     438-2,PM110XA-CS-98376.04-2         ,PM110XA-CS-98376.04                          ,0,4,"2""-PM110XA-CS-98376.04                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/24/2020,9/24/2020,9/24/2020,,,9/29/2020,,9/30/2020,10/1/2020,,,,P2011     ,,AJ2       ,J32       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,110,,35.92,0
     278-2,PM101XA-JW-100405.01-2        ,PM101XA-JW-100405.01                         ,0,1,"6""-PM101XA-JW-100405.01                      ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/15/2020,9/16/2020,9/17/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J06       ,,,1318,9/29/2020,PA        ,7052,1,N/A   ,N/A   ,101,,4.46,0
     250-1,PM101XA-JW-97745.02-1         ,PM101XA-JW-97745.02                          ,0,2,"6""-PM101XA-JW-97745.02                       ",2.4,LIGHT GRAY          ,,5P        ,9/14/2020,9/17/2020,9/22/2020,9/23/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J07       ,,,1318,9/29/2020,PA        ,7052,1,N/A   ,N/A   ,101,,20.53,0
     253-1,PM101XA-JW-97751.02-1         ,PM101XA-JW-97751.02                          ,0,2,"6""-PM101XA-JW-97751.02                       ",2.4,LIGHT GRAY          ,,6P        ,9/14/2020,9/17/2020,9/22/2020,9/22/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J06       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,20.82,0
     254-1,PM101XA-JW-97755.01-1         ,PM101XA-JW-97755.01                          ,0,1,"6""-PM101XA-JW-97755.01                       ",2.5,LIGHT GRAY          ,,5P        ,9/14/2020,9/16/2020,9/17/2020,9/17/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J07       ,,,1318,9/29/2020,PA        ,7052,1,N/A   ,N/A   ,101,,7.55,1
     259-2,PM101XA-JW-97760.01-2         ,PM101XA-JW-97760.01                          ,0,1,"6""-PM101XA-JW-97760.01                       ",2.5,LIGHT GRAY          ,,5P        ,9/14/2020,9/16/2020,9/17/2020,9/17/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J07       ,,,1318,9/29/2020,PA        ,7052,1,N/A   ,N/A   ,101,,5.46,0
     261-2,PM101XA-JW-97760.03-2         ,PM101XA-JW-97760.03                          ,0,3,"6""-PM101XA-JW-97760.03                       ",2.5,LIGHT GRAY          ,,5P        ,9/14/2020,9/15/2020,9/16/2020,9/16/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J07       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,1.95,0
     263-2,PM101XA-JW-97762.01-2         ,PM101XA-JW-97762.01                          ,0,1,"6""-PM101XA-JW-97762.01                       ",2.5,LIGHT GRAY          ,,5P        ,9/14/2020,9/15/2020,9/16/2020,9/17/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J07       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,5.47,0
     267-1,PM101XA-JW-98382.01-1         ,PM101XA-JW-98382.01                          ,0,1,"6""-PM101XA-JW-98382.01                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/16/2020,9/16/2020,9/16/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J06       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,7.51,1
     269-1,PM101XA-JW-98388.01-1         ,PM101XA-JW-98388.01                          ,1,1,"6""-PM101XA-JW-98388.01                       ",2.5,LIGHT GRAY          ,,6P        ,8/24/2020,8/24/2020,8/25/2020,8/25/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J06       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,8.54,1
     270-2,PM101XA-JW-98389.01-2         ,PM101XA-JW-98389.01                          ,0,1,"6""-PM101XA-JW-98389.01                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/17/2020,9/17/2020,9/21/2020,,,9/30/2020,,10/6/2020,,,,,P2012     ,,AJ2       ,J06       ,,,1318,9/29/2020,PA        ,7052,1,N/A   ,N/A   ,101,,4.46,0
      21-1,PK101XA-CCW-1502.01-1         ,PK101XA-CCW-1502.01                          ,0,1,"8""-PK101XA-CCW-1502.01                       ",12.1,-                   ,,60,9/23/2020,9/24/2020,9/24/2020,9/24/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AB0       ,J13       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,0.33,0
      22-1,PK101XA-CCW-1504.01-1         ,PK101XA-CCW-1504.01                          ,0,1,"8""-PK101XA-CCW-1504.01                       ",12.1,-                   ,,50,9/23/2020,9/28/2020,9/28/2020,9/29/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AB0       ,J18       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,0.33,0
    2003-1,PK101XA-CCW-1612.01-1         ,PK101XA-CCW-1612.01                          ,0,1,"8""-PK101XA-CCW-1612.01                       ",12.1,-                   ,,-         ,8/17/2020,8/17/2020,8/17/2020,8/17/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AB0       ,J13       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,,2
     475-1,PK102XA-CW-100027.01-1        ,PK102XA-CW-100027.01                         ,0,1,"1""-PK102XA-CW-100027.01                      ",3.1,GREEN               ,,60,9/14/2020,9/22/2020,9/23/2020,9/24/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AB0       ,J20       ,,,N/A   ,,PA        ,7052,16,N/A   ,N/A   ,102,,2.17,0
     475-2,PK102XA-CW-100027.01-2        ,PK102XA-CW-100027.01                         ,0,1,"1""-PK102XA-CW-100027.01                      ",3.1,GREEN               ,,60,9/14/2020,9/15/2020,9/15/2020,9/15/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AB0       ,J20       ,,,N/A   ,,PA        ,7052,16,N/A   ,N/A   ,102,,0.47,0
     476-2,PK102XA-CW-100028.01-2        ,PK102XA-CW-100028.01                         ,0,1,"1""-PK102XA-CW-100028.01                      ",3.1,GREEN               ,,60,9/14/2020,9/22/2020,9/23/2020,9/24/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AB0       ,J20       ,,,N/A   ,,PA        ,7052,16,N/A   ,N/A   ,102,,1.91,0
      63-1,PK102XA-T-400089.01-1         ,PK102XA-T-400089.01                          ,0,1,"1 1/2""-PK102XA-T-400089.01                   ",3.1,YELLOW              ,,TUS       ,9/14/2020,9/16/2020,9/16/2020,9/17/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,DB1       ,J01       ,,,413,10/5/2020,PA        ,7052,1,N/A   ,N/A   ,102,,1.45,1
      63-2,PK102XA-T-400089.01-2         ,PK102XA-T-400089.01                          ,0,1,"1 1/2""-PK102XA-T-400089.01                   ",3.1,YELLOW              ,,TUS       ,9/15/2020,9/22/2020,9/22/2020,9/23/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,DB1       ,J01       ,,,413,10/5/2020,PA        ,7052,1,N/A   ,N/A   ,102,,,1
      65-1,PK103XA-CW-4494.01-1          ,PK103XA-CW-4494.01                           ,0,1,"20""-PK103XA-CW-4494.01                       ",3.1,GREEN               ,,TUS       ,9/17/2020,9/29/2020,9/30/2020,9/30/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AB0       ,J03       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,103,,1.28,0
     205-1,PK110XA-CS-97779.03-1         ,PK110XA-CS-97779.03                          ,0,3,"2""-PK110XA-CS-97779.03                       ",12.7,LIGHT GRAY          ,,TUS       ,9/14/2020,9/15/2020,9/15/2020,9/16/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AF1       ,J01       ,,,908,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,110,,0.34,0
     280-2,PM101XA-JW-100405.03-2        ,PM101XA-JW-100405.03                         ,1,3,"6""-PM101XA-JW-100405.03                      ",2.5,LIGHT GRAY          ,,6P        ,9/17/2020,9/23/2020,9/28/2020,9/29/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AJ2       ,J06       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,2.17,0
     249-2,PM101XA-JW-97745.01-2         ,PM101XA-JW-97745.01                          ,0,1,"6""-PM101XA-JW-97745.01                       ",2.4,LIGHT GRAY          ,,5P        ,9/17/2020,9/21/2020,9/21/2020,9/21/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AJ2       ,J07       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,0.34,0
     252-2,PM101XA-JW-97751.01-2         ,PM101XA-JW-97751.01                          ,0,1,"6""-PM101XA-JW-97751.01                       ",2.4,LIGHT GRAY          ,,,9/17/2020,9/21/2020,9/21/2020,9/21/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AJ2       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,0.34,0
     256-2,PM101XA-JW-97758.01-2         ,PM101XA-JW-97758.01                          ,0,1,"6""-PM101XA-JW-97758.01                       ",2.5,LIGHT GRAY          ,,5P        ,9/14/2020,9/15/2020,9/15/2020,9/17/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AJ2       ,J07       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,0.4,0
     266-1,PM101XA-JW-97765.02-1         ,PM101XA-JW-97765.02                          ,0,2,"6""-PM101XA-JW-97765.02                       ",2.5,LIGHT GRAY          ,,6P        ,9/23/2020,9/28/2020,9/29/2020,9/29/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AJ2       ,J06       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,5.84,0
     266-1,PM101XA-JW-97765.02-2         ,PM101XA-JW-97765.02                          ,0,2,"6""-PM101XA-JW-97765.02                       ",2.5,LIGHT GRAY          ,,6P        ,9/23/2020,9/29/2020,9/29/2020,9/29/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AJ2       ,J06       ,,,1318,,PA        ,7052,1,N/A   ,N/A   ,101,,5.84,0
     272-2,PM101XA-JW-98390.01-2         ,PM101XA-JW-98390.01                          ,0,1,"6""-PM101XA-JW-98390.01                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/15/2020,9/15/2020,9/16/2020,,,10/5/2020,,10/6/2020,,,,,P2013     ,,AJ2       ,J06       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,0.4,0
