BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH, PRIORITY, SPEC, CWP,SCHEDULE,CLASS
148-A,,BE9LABMBEAYXABKZ_80S~8,8,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-80S 8""",1,EA,,FITTINGS,7116-148-A,,,,80S,
148-D,,BE9LABMBEAYXABKZ_80S~8,8,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-80S 8""",1,EA,,FITTINGS,7116-148-D,,,,80S,
155-A,,BE9LABMBEAYXABKZ_10S~8,8,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8""",1,EA,,FITTINGS,7116-155-A,,,,10S,
203-A,,BE9LABMBEAYXABKZ_10S~8,8,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8""",1,EA,,FITTINGS,U010-VG-8219-1-203-A,,,,10S,
56-C,,BRECABMBEACKABEZ_STD~10X8,10X8,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 10X8""",1,EA,,FITTINGS,7116-56-C,,,,STD,
111-A,,BRECABMBEACKABEZ_STD~10X8,10X8,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 10X8""",1,EA,,FITTINGS,7116-111-A,,,,STD,
112-A,,BRECABMBEACKABEZ_STD~10X8,10X8,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 10X8""",1,EA,,FITTINGS,7116-112-A,,,,STD,
117-A,,BRECABMBEACKABEZ_STD~10X8,10X8,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 10X8""",1,EA,,FITTINGS,7116-117-A,,,,STD,
63-A,,BRECABMBEACKABEZ_STD~12X10,12X10,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 12X10""",1,EA,,FITTINGS,7116-63-A,,,,STD,
78-B,,BRECABMBEACKABEZ_STD~18X12,18X12,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 18X12""",1,EA,,FITTINGS,7116-78-B,,,,STD,
192-A,,BRECABMBEACKABEZ_STD~3X2,3X2,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8208-2-192-A,,,,STD,
192-A,,BRECABMBEACKABEZ_STD~3X2,3X2,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8208-2-192-A,,,,STD,
84-A,,BRECABMBEACKABEZ_STD~4X3,4X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 4X3""",1,EA,,FITTINGS,7116-84-A,,,,STD,
209-A,,BRECABMBEACKABEZ_STD~4X3,4X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 4X3""",1,EA,,FITTINGS,U010-N-8320-1-209-A,,,,STD,
204-A,,BRECABMBEACKABEZ_STD~6X3,6X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X3""",1,EA,,FITTINGS,U010-VG-8219-2-204-A,,,,STD,
205-A,,BRECABMBEACKABEZ_STD~6X3,6X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X3""",1,EA,,FITTINGS,U010-VG-8219-3-205-A,,,,STD,
214-A,,BRECABMBEACKABEZ_STD~6X3,6X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X3""",1,EA,,FITTINGS,U010-N-8233-5-214-A,,,,STD,
211-A,,BRECABMBEACKABEZ_STD~6X3,6X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X3""",1,EA,,FITTINGS,U010-N-8233-1-211-A,,,,STD,
1-A,,BRECABMBEACKABEZ_STD~6X4,6X4,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X4""",1,EA,,FITTINGS,7116-1-A,,,,STD,
4-A,,BRECABMBEACKABEZ_STD~6X4,6X4,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X4""",1,EA,,FITTINGS,7116-4-A,,,,STD,
85-A,,BRECABMBEACKABEZ_STD~6X4,6X4,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X4""",1,EA,,FITTINGS,7116-85-A,,,,STD,
210-A,,BRECABMBEACKABEZ_STD~8X4,8X4,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X4""",1,EA,,FITTINGS,U010-N-8320-4-210-A,,,,STD,
80-A,,BRECABMBEACKABEZ_STD~8X6,8X6,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X6""",1,EA,,FITTINGS,7116-80-A,,,,STD,
80-A,,BRECABMBEACKABEZ_STD~8X6,8X6,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X6""",1,EA,,FITTINGS,7116-80-A,,,,STD,
115-A,,BRECABMBEACKABEZ_STD~8X6,8X6,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X6""",1,EA,,FITTINGS,7116-115-A,,,,STD,
189-A,,BRECABMBEACKABEZ_STD~8X6,8X6,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X6""",1,EA,,FITTINGS,U010-N-8203-3-189-A,,,,STD,
204-A,,BRECABMBEACKABEZ_STD~8X6,8X6,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X6""",1,EA,,FITTINGS,U010-VG-8219-2-204-A,,,,STD,
130-A,,BRECABMBEAYXABEZ_10S~3X2,3X2,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 3X2""",1,EA,,FITTINGS,7116-130-A,,,,10S,
72-A,,BRECABMBEAYXABEZ_10S~4X3,4X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 4X3""",1,EA,,FITTINGS,7116-72-A,,,,10S,
114-B,,BRECABMBEAYXABEZ_10S~4X3,4X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 4X3""",1,EA,,FITTINGS,7116-114-B,,,,10S,
114-B,,BRECABMBEAYXABEZ_10S~4X3,4X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 4X3""",1,EA,,FITTINGS,7116-114-B,,,,10S,
77-B,,BRECABMBEAYXABEZ_10S~6X3,6X3,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 6X3""",1,EA,,FITTINGS,7116-77-B,,,,10S,
70-A,,BRECABMBEAYXABEZ_10S~6X4,6X4,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 6X4""",1,EA,,FITTINGS,7116-70-A,,,,10S,
114-B,,BRECABMBEAYXABEZ_10S~6X4,6X4,"Concentric Reducer  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 6X4""",1,EA,,FITTINGS,7116-114-B,,,,10S,
58-A,,BREEABMBEACKABEZ_STD~10X8,10X8,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 10X8""",1,EA,,FITTINGS,7116-58-A,,,,STD,
124-A,,BREEABMBEACKABEZ_STD~10X8,10X8,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 10X8""",1,EA,,FITTINGS,7116-124-A,,,,STD,
65-B,,BREEABMBEACKABEZ_STD~12X10,12X10,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 12X10""",1,EA,,FITTINGS,7116-65-B,,,,STD,
86-B,,BREEABMBEACKABEZ_STD~12X8,12X8,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 12X8""",1,EA,,FITTINGS,7116-86-B,,,,STD,
113-A,,BREEABMBEACKABEZ_STD~12X8,12X8,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 12X8""",1,EA,,FITTINGS,7116-113-A,,,,STD,
120-B,,BREEABMBEACKABEZ_XSXSTD~14X10,14X10,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-XS SCH/THK S-STD 14X10""",1,EA,,FITTINGS,7116-120-B,,,,STD,
11-A,,BREEABMBEACKABEZ_STD~14X8,14X8,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 14X8""",1,EA,,FITTINGS,7116-11-A,,,,STD,
187-B,,BREEABMBEACKABEZ_STD~3X2,3X2,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8202-4-187-B,,,,STD,
187-A,,BREEABMBEACKABEZ_STD~3X2,3X2,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8202-4-187-A,,,,STD,
136-A,,BREEABMBEACKABEZ_XS~4X2,4X2,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 4X2""",1,EA,,FITTINGS,7116-136-A,,,,80,
136-A,,BREEABMBEACKABEZ_XS~4X2,4X2,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 4X2""",1,EA,,FITTINGS,7116-136-A,,,,80,
2-A,,BREEABMBEACKABEZ_STD~4X3,4X3,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 4X3""",1,EA,,FITTINGS,7116-2-A,,,,STD,
2-A,,BREEABMBEACKABEZ_STD~4X3,4X3,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 4X3""",1,EA,,FITTINGS,7116-2-A,,,,STD,
178-A,,BREEABMBEACKABEZ_STD~4X3,4X3,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 4X3""",1,EA,,FITTINGS,U010-S-7115-2-178-A,,,,STD,
213-A,,BREEABMBEACKABEZ_STD~6X3,6X3,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X3""",1,EA,,FITTINGS,U010-N-8233-4-213-A,,,,STD,
213-B,,BREEABMBEACKABEZ_STD~6X3,6X3,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X3""",1,EA,,FITTINGS,U010-N-8233-4-213-B,,,,STD,
26-A,,BREEABMBEACKABEZ_STD~6X4,6X4,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X4""",1,EA,,FITTINGS,7116-26-A,,,,STD,
37-A,,BREEABMBEACKABEZ_XS~6X4,6X4,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 6X4""",1,EA,,FITTINGS,7116-37-A,,,,80,
97-A,,BREEABMBEACKABEZ_STD~6X4,6X4,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X4""",1,EA,,FITTINGS,7116-97-A,,,,STD,
18-A,,BREEABMBEACKABEZ_STD~8X6,8X6,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X6""",1,EA,,FITTINGS,7116-18-A,,,,STD,
18-A,,BREEABMBEACKABEZ_STD~8X6,8X6,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X6""",1,EA,,FITTINGS,7116-18-A,,,,STD,
47-A,,BREEABMBEACKABFZ_STD~12X10,12X10,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 12X10""",1,EA,,FITTINGS,7116-47-A,,,,STD,
49-A,,BREEABMBEACKABFZ_STD~12X10,12X10,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 12X10""",1,EA,,FITTINGS,7116-49-A,,,,STD,
91-A,,BREEABMBEACKABFZ_STD~4X3,4X3,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 4X3""",1,EA,,FITTINGS,7114-91-A,,,,STD,
94-A,,BREEABMBEACKABFZ_STD~4X3,4X3,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 4X3""",1,EA,,FITTINGS,7116-94-A,,,,STD,
128-A,,BTEEABMBEACKABEZ_XS~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2X2""",1,EA,,FITTINGS,7116-128-A,,,,80,
142-A,,BTEEABMBEACKABEZ_STD~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X2""",1,EA,,FITTINGS,7116-142-A,,,,STD,
143-A,,BTEEABMBEACKABEZ_STD~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X2""",1,EA,,FITTINGS,7116-143-A,,,,STD,
159-A,,BTEEABMBEACKABEZ_STD~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X2""",1,EA,,FITTINGS,U010-H-3502-2-159-A,,,,STD,
179-A,,BTEEABMBEACKABEZ_XS~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2X2""",1,EA,,FITTINGS,U010-S-7128-1-179-A,,,,80,
180-A,,BTEEABMBEACKABEZ_XS~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 2X2""",1,EA,,FITTINGS,U010-S-7128-3-180-A,,,,80,
183,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8201-1-183-B,,,,STD,
183,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8201-1-183-B,,,,STD,
186-A,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8202-3-186-A,,,,STD,
186-A,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8202-3-186-A,,,,STD,
192-A,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8208-2-192-A,,,,STD,
192-A,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8208-2-192-A,,,,STD,
193-A,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8208-2-193-A,,,,STD,
193-A,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8208-2-193-A,,,,STD,
194-A,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8209-1-194-A,,,,STD,
196-A,,BTEEABMBEACKABEZ_STD~3X3,3X3,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X3""",1,EA,,FITTINGS,U010-N-8209-3-196-A,,,,STD,
8-A,,BTEEABMBEACKABEZ_STD~4X4,4X4,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 4X4""",1,EA,,FITTINGS,7116-8-A,,,,STD,
26-A,,BTEEABMBEACKABEZ_STD~4X4,4X4,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 4X4""",1,EA,,FITTINGS,7116-26-A,,,,STD,
82-A,,BTEEABMBEACKABEZ_STD~6X6,6X6,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X6""",1,EA,,FITTINGS,7116-82-A,,,,STD,
211-A,,BTEEABMBEACKABEZ_STD~6X6,6X6,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X6""",1,EA,,FITTINGS,U010-N-8233-1-211-A,,,,STD,
11-A,,BTEEABMBEACKABEZ_STD~8X8,8X8,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X8""",1,EA,,FITTINGS,7116-11-A,,,,STD,
92-A,,BTEEABMBEACKABFZ_STD~4X4,4X4,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 4X4""",1,EA,,FITTINGS,7116-92-A,,,,STD,
94-A,,BTEEABMBEACKABFZ_STD~4X4,4X4,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 4X4""",1,EA,,FITTINGS,7116-94-A,,,,STD,
102-A,,BTEEABMBEAYXABEZ_10S~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 2X2""",1,EA,,FITTINGS,7116-102-A,,,,10S,
107-A,,BTEEABMBEAYXABEZ_10S~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 2X2""",1,EA,,FITTINGS,7116-107-A,,,,10S,
223-A,,BTEEABMBEAYXABEZ_10S~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 2X2""",1,EA,,FITTINGS,U010-VG-8601A-1-223-A,,,,10S,
70-A,,BTEEABMBEAYXABEZ_10S~4X4,4X4,"Tee  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 4X4""",1,EA,,FITTINGS,7116-70-A,,,,10S,
115-A,,BTERABMBEACKABEZ_XSXSTD~14X10,14X10,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-XS SCH/THK S-STD 14X10""",1,EA,,FITTINGS,7116-115-A,,,,STD,
115-A,,BTERABMBEACKABEZ_XSXSTD~14X8,14X8,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-XS SCH/THK S-STD 14X8""",1,EA,,FITTINGS,7116-115-A,,,,STD,
120-B,,BTERABMBEACKABEZ_XSXSTD~14X8,14X8,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-XS SCH/THK S-STD 14X8""",1,EA,,FITTINGS,7116-120-B,,,,STD,
79-A,,BTERABMBEACKABEZ_STD~18X12,18X12,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 18X12""",1,EA,,FITTINGS,7116-79-A,,,,STD,
183,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8201-1-183-B,,,,STD,
184-A,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8201-2-184-A,,,,STD,
197-A,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8209-4-197-A,,,,STD,
198,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8209-5-198-B,,,,STD,
199-A,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8209-6-199-A,,,,STD,
195-A,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8209-2-195-A,,,,STD,
199-A,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8209-6-199-A,,,,STD,
195-A,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8209-2-195-A,,,,STD,
194-A,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8209-1-194-A,,,,STD,
196-A,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8209-3-196-A,,,,STD,
214-A,,BTERABMBEACKABEZ_STD~3X2,3X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-N-8233-5-214-A,,,,STD,
8-A,,BTERABMBEACKABEZ_STD~4X2,4X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 4X2""",1,EA,,FITTINGS,7116-8-A,,,,STD,
27-A,,BTERABMBEACKABEZ_STD~4X2,4X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 4X2""",1,EA,,FITTINGS,7116-27-A,,,,STD,
135-B,,BTERABMBEACKABEZ_XS~4X2,4X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 4X2""",1,EA,,FITTINGS,7116-135-B,,,,80,
137-A,,BTERABMBEACKABEZ_XS~4X2,4X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 4X2""",1,EA,,FITTINGS,7116-137-A,,,,80,
84-A,,BTERABMBEACKABEZ_STD~6X4,6X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X4""",1,EA,,FITTINGS,7116-84-A,,,,STD,
85-A,,BTERABMBEACKABEZ_STD~6X4,6X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X4""",1,EA,,FITTINGS,7116-85-A,,,,STD,
214-A,,BTERABMBEACKABEZ_STD~6X4,6X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X4""",1,EA,,FITTINGS,U010-N-8233-5-214-A,,,,STD,
214-A,,BTERABMBEACKABEZ_STD~6X4,6X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 6X4""",1,EA,,FITTINGS,U010-N-8233-5-214-A,,,,STD,
41-B,,BTERABMBEACKABEZ_XS~8X4,8X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 8X4""",1,EA,,FITTINGS,7116-41-B,,,,80,
204-A,,BTERABMBEACKABEZ_STD~8X6,8X6,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 8X6""",1,EA,,FITTINGS,U010-VG-8219-2-204-A,,,,STD,
39-A,,BTERABMBEACKABEZ_XS~8X8,8X8,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-80 8X8""",1,EA,,FITTINGS,7116-39-A,,,,80,
121-A,,BTERABMBEACKABFZ_STD~10X4,10X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 10X4""",1,EA,,FITTINGS,7116-121-A,,,,STD,
146-A,,BTERABMBEACKABFZ_STD~10X4,10X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 10X4""",1,EA,,FITTINGS,7116-146-A,,,,STD,
13-A,,BTERABMBEACKABFZ_STD~4X2,4X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 4X2""",1,EA,,FITTINGS,7116-13-A,,,,STD,
16-A,,BTERABMBEACKABFZ_STD~4X2,4X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 4X2""",1,EA,,FITTINGS,7116-16-A,,,,STD,
19-A,,BTERABMBEACKABFZ_STD~4X2,4X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 4X2""",1,EA,,FITTINGS,7116-19-A,,,,STD,
22-A,,BTERABMBEACKABFZ_STD~4X2,4X2,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 4X2""",1,EA,,FITTINGS,7116-22-A,,,,STD,
