spool,piecemark,material,issued,priority_group,priority,area,iso,detailing,checking,shop,on_hold,multiplier,items,missing,missingsupports,missingvalves,missingpipe,missingfittings,missingflanges,workable,pulled,weldout,rts,rtsc,stc,delivered,lifespan,i_p,p_w,w_d_np,w_stc,w_d_p
62-B,MK-02001X-1217-001B,SS,11/8/2016,,1,01X,62,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/6/2017,1/12/2017,,,,3/17/2017,129,59,6,64,,
62-C,MK-02001X-1217-001C,SS,11/8/2016,,1,01X,62,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2017,5/13/2017,,,,6/7/2017,211,137,49,25,,
63-A,MK-02001X-2023-001A,SS,1/4/2017,,1,01X,63,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/10/2017,5/30/2017,,,,6/26/2017,173,126,20,27,,
63-B,MK-02001X-2023-001B,SS,1/4/2017,,1,01X,63,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/16/2017,1/23/2017,,,,3/17/2017,72,12,7,53,,
63-C,MK-02001X-2023-001C,SS,1/4/2017,,1,01X,63,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/26/2017,7/8/2017,,,,8/10/2017,218,173,12,33,,
64-A,MK-02001X-2039-001A,SS,11/16/2016,,1,01X,64,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2017,3/4/2017,,,,4/10/2017,145,104,4,37,,
64-B,MK-02001X-2039-001B,SS,11/16/2016,,1,01X,64,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/16/2017,1/18/2017,,,,3/17/2017,121,61,2,58,,
65-A,MK-02001X-2039-002A,SS,11/16/2016,,1,01X,65,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/16/2017,1/18/2017,,,,3/8/2017,112,61,2,49,,
65-B,MK-02001X-2039-002B,SS,11/16/2016,,1,01X,65,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/16/2017,1/18/2017,,,,3/8/2017,112,61,2,49,,
65-C,MK-02001X-2039-002C,SS,11/16/2016,,1,01X,65,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2017,3/4/2017,,,,5/1/2017,166,104,4,58,,
66-A,MK-02001X-2062-001A,SS,11/16/2016,,1,01X,66,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,12/9/2016,12/15/2016,,,,3/17/2017,121,23,6,92,,
66-B,MK-02001X-2062-001B,SS,11/16/2016,,1,01X,66,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,12/9/2016,12/13/2016,,,,3/17/2017,121,23,4,94,,
67-A,MK-02001X-2062-002A,SS,11/10/2016,,1,01X,67,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/12/2017,6/30/2017,,,,8/8/2017,271,214,18,39,,
68-A,MK-02001X-2073-001A,SS,11/10/2016,,1,01X,68,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/10/2017,5/21/2017,,,,6/27/2017,229,181,11,37,,
68-B,MK-02001X-2073-001B,SS,11/21/2016,,1,01X,68,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/27/2017,,,,8/18/2017,270,213,5,52,,
69-A,MK-02001X-1055-001A,SS,11/10/2016,,1,01X,69,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2017,3/20/2017,,,,4/27/2017,168,113,17,38,,
69-B,MK-02001X-1055-001B,SS,11/10/2016,,1,01X,69,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/27/2017,,,2/6/2017,3/10/2017,120,76,2,,10,42
70-A,MK-02001X-1055-002A,SS,6/16/2015,,1,01X,70,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/27/2017,,,2/6/2017,3/10/2017,633,589,2,,10,42
70-B,MK-02001X-1055-002B,SS,11/16/2016,,1,01X,70,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/28/2017,,,2/6/2017,3/10/2017,114,70,3,,9,41
71-A,MK-02001X-1055-003A,SS,11/10/2016,,1,01X,71,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/28/2017,,,2/6/2017,3/10/2017,120,76,3,,9,41
71-B,MK-02001X-1055-003B,SS,11/10/2016,,1,01X,71,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/28/2017,,,2/6/2017,3/10/2017,120,76,3,,9,41
72-A,MK-02001X-1055-004A,SS,11/15/2016,,1,01X,72,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/28/2017,,,2/6/2017,3/10/2017,115,71,3,,9,41
72-B,MK-02001X-1055-004B,SS,11/15/2016,,1,01X,72,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2017,3/15/2017,,,,4/18/2017,154,108,12,34,,
73-A,MK-02001X-1086-001A,SS,11/15/2016,,1,01X,73,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2017,3/17/2017,,,,3/18/2017,123,115,7,1,,
74-A,MK-02001X-1086-002A,SS,11/21/2016,,1,01X,74,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/16/2017,1/21/2017,,,,2/13/2017,84,56,5,23,,
74-B,MK-02001X-1086-002B,SS,11/8/2016,,1,01X,74,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2017,3/3/2017,,,,3/18/2017,130,112,3,15,,
75-A,MK-02001X-1133-001A,CS,11/30/2016,,1,01X,75,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/6/2017,5/27/2017,,,,7/5/2017,217,96,82,39,,
75-B,MK-02001X-1133-001B,CS,11/29/2016,,1,01X,75,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/15/2017,2/22/2017,,,2/25/2017,3/29/2017,120,78,7,,3,35
76-A,MK-02001X-1162-001A,CS,11/8/2016,,1,01X,76,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/20/2017,4/24/2017,,,,5/18/2017,191,163,4,24,,
76-B,MK-02001X-1162-001B,CS,11/8/2016,,1,01X,76,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/18/2017,1/25/2017,,,2/6/2017,2/27/2017,111,71,7,,12,33
77-A,MK-02001X-1187-001A,CS,11/8/2016,,1,01X,77,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/9/2017,2/16/2017,,,2/25/2017,3/29/2017,141,93,7,,9,41
77-B,MK-02001X-1187-001B,CS,11/8/2016,,1,01X,77,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/9/2017,3/20/2017,,,3/22/2017,4/18/2017,161,121,11,,2,29
78-A,MK-02001X-1187-002A,CS,11/8/2016,,1,01X,78,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/16/2017,4/4/2017,,,4/6/2017,5/8/2017,181,128,19,,2,34
79-A,MK-02001X-1210-001A,SS,11/8/2016,,1,01X,79,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2017,3/13/2017,,,4/12/2017,5/15/2017,188,113,12,,30,63
79-B,MK-02001X-1210-001B,SS,11/8/2016,,1,01X,79,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/21/2017,,,2/6/2017,3/10/2017,122,74,0,,16,48
79-C,MK-02001X-1210-001C,SS,11/8/2016,,1,01X,79,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/22/2017,,,2/6/2017,3/10/2017,122,74,1,,15,47
80-A,MK-02001X-1210-002A,SS,11/8/2016,,1,01X,80,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/24/2017,,,2/6/2017,3/10/2017,122,74,3,,13,45
80-B,MK-02001X-1210-002B,SS,11/8/2016,,1,01X,80,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/22/2017,,,2/6/2017,3/10/2017,122,74,1,,15,47
80-C,MK-02001X-1210-002C,SS,11/8/2016,,1,01X,80,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2017,3/13/2017,,,4/12/2017,8/15/2017,280,113,12,,30,155
80-CR,MK-02001X-1210-002CR,SS,11/8/2016,,1,01X,80,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/30/2017,5/30/2017,,,,8/16/2017,281,203,0,78,,
81-A,MK-02001X-2154-001A,SS,11/9/2016,,1,01X,81,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/30/2017,,,3/7/2017,4/19/2017,161,73,9,,36,79
81-B,MK-02001X-2154-001B,SS,11/9/2016,,1,01X,81,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/22/2017,,,2/6/2017,3/10/2017,121,73,1,,15,47
82-A,MK-02001X-2154-002A,SS,11/15/2016,,1,01X,82,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/21/2017,,,2/6/2017,3/10/2017,115,67,0,,16,48
82-B,MK-02001X-2154-002B,SS,11/15/2016,,1,01X,82,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/22/2017,,,2/6/2017,3/10/2017,115,67,1,,15,47
82-C,MK-02001X-2154-002C,SS,11/15/2016,,1,01X,82,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/23/2017,,,2/6/2017,3/10/2017,115,67,2,,14,46
83-A,MK-02001X-2154-003A,SS,11/15/2016,,1,01X,83,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/23/2017,,,2/6/2017,3/10/2017,115,67,2,,14,46
83-B,MK-02001X-2154-003B,SS,11/15/2016,,1,01X,83,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2017,3/5/2017,,,,5/1/2017,167,105,5,57,,
84-A,MK-02001X-2222-001A,SS,11/15/2016,,1,01X,84,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/8/2017,9/11/2017,,,,10/17/2017,336,297,3,36,,
84-B,MK-02001X-2222-001B,SS,11/15/2016,,1,01X,84,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2017,3/5/2017,,,,5/1/2017,167,105,5,57,,
85-A,MK-02001X-3012-001A,SS,11/15/2016,,1,01X,85,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2017,3/4/2017,,,,5/1/2017,167,105,4,58,,
85-B,MK-02001X-3012-001B,SS,11/15/2016,,1,01X,85,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2017,3/9/2017,,,,4/12/2017,148,106,8,34,,
85-C,MK-02001X-3012-001C,SS,12/20/2016,,1,01X,85,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2017,3/9/2017,,,,4/12/2017,113,71,8,34,,
86-A,MK-02001X-3082-001A,SS,11/23/2016,,1,01X,86,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2017,3/29/2017,,,,6/7/2017,196,98,28,70,,
86-B,MK-02001X-3082-001B,SS,11/23/2016,,1,01X,86,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/22/2017,4/3/2017,,,,5/23/2017,181,119,12,50,,
87-A,MK-02001X-3154-001A,SS,11/9/2016,,1,01X,87,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2017,3/21/2017,,,,4/18/2017,160,113,19,28,,
87-B,MK-02001X-3154-001B,SS,11/9/2016,,1,01X,87,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/17/2017,1/20/2017,,,2/6/2017,3/10/2017,121,69,3,,17,49
87-C,MK-02001X-3154-001C,SS,11/9/2016,,1,01X,87,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2017,3/11/2017,,,,4/12/2017,154,113,9,32,,
88-A,MK-02001X-3298-001A,SS,11/15/2016,,1,01X,88,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/23/2017,5/14/2017,,,,5/22/2017,188,159,21,8,,
88-B,MK-02001X-3298-001B,SS,11/15/2016,,1,01X,88,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/13/2017,8/16/2017,,,,8/24/2017,282,271,3,8,,
88-C,MK-02001X-3298-001C,SS,11/15/2016,,1,01X,88,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/21/2017,1/24/2017,,,,2/13/2017,90,67,3,20,,
88-D,MK-02001X-3298-001D,SS,11/15/2016,,1,01X,88,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/23/2017,5/21/2017,,,,6/8/2017,205,159,28,18,,
89-A,MK-02001X-4061-001A,SS,11/17/2016,,1,01X,89,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/28/2017,,,2/6/2017,3/10/2017,113,69,3,,9,41
89-B,MK-02001X-4061-001B,SS,11/17/2016,,1,01X,89,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2017,3/14/2017,,,,4/20/2017,154,104,13,37,,
90-A,MK-02001X-4061-002A,SS,11/15/2016,,1,01X,90,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/29/2017,,,2/6/2017,3/10/2017,115,71,4,,8,40
90-B,MK-02001X-4061-002B,SS,11/15/2016,,1,01X,90,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/28/2017,,,2/6/2017,3/10/2017,115,71,3,,9,41
91-A,MK-02001X-4061-003A,SS,11/17/2016,,1,01X,91,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/28/2017,,,2/6/2017,3/10/2017,113,69,3,,9,41
91-B,MK-02001X-4061-003B,SS,11/17/2016,,1,01X,91,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/29/2017,,,2/6/2017,3/10/2017,113,69,4,,8,40
92-A,MK-02001X-4061-004A,SS,11/15/2016,,1,01X,92,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/20/2017,,,,4/18/2017,154,112,13,29,,
93-A,MK-02001X-4081-001A,SS,11/15/2016,,1,01X,93,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/29/2017,,,2/6/2017,3/10/2017,115,71,4,,8,40
93-B,MK-02001X-4081-001B,SS,11/15/2016,,1,01X,93,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2017,3/20/2017,,,,5/16/2017,182,108,17,57,,
94-A,MK-02001X-4081-002A,SS,11/15/2016,,1,01X,94,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/29/2017,,,2/6/2017,3/10/2017,115,71,4,,8,40
94-B,MK-02001X-4081-002B,SS,11/15/2016,,1,01X,94,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/30/2017,,,2/6/2017,3/10/2017,115,71,5,,7,39
95-A,MK-02001X-4081-003A,SS,11/15/2016,,1,01X,95,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2017,3/19/2017,,,,4/18/2017,154,108,16,30,,
95-B,MK-02001X-4081-003B,SS,11/15/2016,,1,01X,95,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/29/2017,,,2/6/2017,3/10/2017,115,71,4,,8,40
96-A,MK-02001X-4323-001A,CS,11/15/2016,,1,01X,96,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/31/2017,2/2/2017,,,2/6/2017,3/2/2017,107,77,2,,4,28
96-B,MK-02001X-4323-001B,CS,11/15/2016,,1,01X,96,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/31/2017,2/2/2017,,,2/6/2017,2/27/2017,104,77,2,,4,25
96-C,MK-02001X-4323-001C,CS,11/15/2016,,1,01X,96,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/9/2017,2/13/2017,,,2/20/2017,3/22/2017,127,86,4,,7,37
97-A,MK-02001X-4323-002A,CS,11/8/2016,,1,01X,97,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/16/2017,3/20/2017,,,,4/26/2017,169,128,4,37,,
97-B,MK-02001X-4323-002B,CS,11/8/2016,,1,01X,97,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/16/2017,3/19/2017,,,,4/20/2017,163,128,3,32,,
97-C,MK-02001X-4323-002C,CS,11/8/2016,,1,01X,97,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/4/2017,2/6/2017,,,2/9/2017,3/16/2017,128,88,2,,3,38
97-D,MK-02001X-4323-002D,CS,11/16/2016,,1,01X,97,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/9/2017,3/14/2017,,,3/17/2017,4/20/2017,155,113,5,,3,37
98-A,MK-02001X-5060-001A,SS,11/8/2016,,1,01X,98,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2017,3/28/2017,,,,7/25/2017,259,114,26,119,,
98-B,MK-02001X-5060-001B,SS,11/8/2016,,1,01X,98,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2017,3/19/2017,,,,7/21/2017,255,114,17,124,,
99-A,MK-02001X-5145-001A,SS,11/8/2016,,1,01X,99,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/30/2017,,,2/6/2017,3/10/2017,122,78,5,,7,39
99-B,MK-02001X-5145-001B,SS,11/8/2016,,1,01X,99,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/30/2017,,,2/6/2017,3/10/2017,122,78,5,,7,39
99-C,MK-02001X-5145-001C,SS,11/8/2016,,1,01X,99,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/30/2017,,,2/6/2017,3/10/2017,122,78,5,,7,39
99-D,MK-02001X-5145-001D,SS,11/8/2016,,1,01X,99,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/30/2017,,,2/6/2017,3/10/2017,122,78,5,,7,39
100-A,MK-02001X-5145-002A,SS,11/8/2016,,1,01X,100,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/30/2017,,,2/6/2017,3/10/2017,122,78,5,,7,39
100-B,MK-02001X-5145-002B,SS,11/8/2016,,1,01X,100,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/31/2017,,,2/6/2017,3/10/2017,122,78,6,,6,38
100-C,MK-02001X-5145-002C,SS,11/8/2016,,1,01X,100,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/31/2017,,,2/6/2017,3/10/2017,122,78,6,,6,38
100-D,MK-02001X-5145-002D,SS,11/8/2016,,1,01X,100,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,1/31/2017,,,2/6/2017,3/10/2017,122,78,6,,6,38
101-A,MK-02001X-5145-003A,SS,11/8/2016,,1,01X,101,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2017,3/20/2017,,,,4/18/2017,161,115,17,29,,
101-B,MK-02001X-5145-003B,SS,11/8/2016,,1,01X,101,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,2/1/2017,,,2/6/2017,3/10/2017,122,78,7,,5,37
101-C,MK-02001X-5145-003C,SS,11/8/2016,,1,01X,101,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/25/2017,2/1/2017,,,2/6/2017,3/10/2017,122,78,7,,5,37
102-A,MK-02001X-5161-001A,SS,11/10/2016,,1,01X,102,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2017,3/6/2017,,,,5/1/2017,172,110,6,56,,
102-B,MK-02001X-5161-001B,SS,11/10/2016,,1,01X,102,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2017,3/5/2017,,,,5/1/2017,172,110,5,57,,
103-A,MK-02001X-5172-001A,SS,11/9/2016,,1,01X,103,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/11/2017,1/14/2017,,,1/16/2017,2/6/2017,89,63,3,,2,23
103-B,MK-02001X-5172-001B,SS,11/9/2016,,1,01X,103,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/11/2017,1/16/2017,,,1/16/2017,2/6/2017,89,63,5,,0,21
103-C,MK-02001X-5172-001C,SS,11/9/2016,,1,01X,103,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/11/2017,1/13/2017,,,1/23/2017,2/14/2017,97,63,2,,10,32
103-D,MK-02001X-5172-001D,SS,11/9/2016,,1,01X,103,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2017,3/16/2017,,,,8/10/2017,274,111,16,147,,
103-DR,MK-02001X-5172-001DR,SS,6/13/2017,,1,01X,103,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/30/2017,7/1/2017,,,,8/10/2017,58,17,1,40,,
104-A,MK-02001X-5172-002A,SS,11/9/2016,,1,01X,104,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/11/2017,1/13/2017,,,1/23/2017,2/14/2017,97,63,2,,10,32
104-B,MK-02001X-5172-002B,SS,11/9/2016,,1,01X,104,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/11/2017,1/13/2017,,,1/23/2017,2/14/2017,97,63,2,,10,32
104-C,MK-02001X-5172-002C,SS,11/9/2016,,1,01X,104,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/11/2017,1/13/2017,,,1/16/2017,2/6/2017,89,63,2,,3,24
104-D,MK-02001X-5172-002D,SS,11/9/2016,,1,01X,104,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,1/11/2017,1/13/2017,,,1/23/2017,2/14/2017,97,63,2,,10,32
