,15069,,,,,,15069,15069,15069,15069,50,,4350,,15066,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP,ISO NO.,PIECE MARK,REFERENCE DWG.,LINE NO.,PAINT SYS.,TOP COAT COLOR,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,READY TO SHIP COATING,SHIP TO COATING,READY TO SHIP,TO SITE,LOAD #,COMMENTS,LINE CLASS,AREA,ON HOLD,REL HOLD DATE,HYDRO,PWHT,PMI,ISSUE DATE,PRIORITY DATE,PRIORITY,PCI REV,BACK AT SHOP,FINAL CHECK,ORIGINAL PAINT LOAD,RT %,DESCRIPTION,PIPE FT,SO #,FAB CODE,RELEASE DATE,CLIENT REV,Pcmkiitemw,ID STATUS
BR        ,3964-B,MK-02001X-1182-001B,020-01X-1182-01,"1""-BD-020-1182-A135-04-N                     ",NONE                     ,N/A                 ,4/12/2017,4/19/2017,4/19/2017,4/19/2017,,,,,5/30/2017,B3002,,12,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,,,20,,19.9,6112,A135-04        ,,1,,FIELD     
BR        ,3965-A,MK-02001X-1182-002A,020-01X-1182-02,"1""-BD-020-1182-A135-04-N                     ",NONE                     ,N/A                 ,4/12/2017,4/19/2017,4/19/2017,4/19/2017,,,,,5/30/2017,B3002,,12,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,4/19/2017,,20,,15.01,6112,A135-04        ,,1,,FIELD     
BR        ,3965-B,MK-02001X-1182-002B,020-01X-1182-02,"1""-BD-020-1182-A135-04-N                     ",NONE                     ,N/A                 ,5/12/2017,5/15/2017,5/15/2017,5/15/2017,,,,,5/30/2017,B3002,,12,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,5/15/2017,,20,,14.32,6112,A135-04        ,,1,,FIELD     
BR        ,3966-A,MK-02001X-1316-001A,020-01X-1316-01,"1.5""-HL-020-1316-D135-01-N                   ",NONE                     ,N/A                 ,5/12/2017,5/15/2017,5/15/2017,5/15/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,5/15/2017,,20,,11.82,6112,D135-01        ,,1,,FIELD     
BR        ,3966-B,MK-02001X-1316-001B,020-01X-1316-01,"1.5""-HL-020-1316-D135-01-N                   ",NONE                     ,N/A                 ,5/12/2017,5/16/2017,5/16/2017,5/16/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,5/16/2017,,20,,14.93,6112,D135-01        ,,1,,FIELD     
BR        ,3966-C,MK-02001X-1316-001C,020-01X-1316-01,"1.5""-HL-020-1316-D135-01-N                   ",NONE                     ,N/A                 ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,5/13/2017,,20,,19.96,6112,D135-01        ,,1,,FIELD     
BR        ,3967-B,MK-02001X-1316-002B,020-01X-1316-02,"1.5""-HL-020-1316-D135-01-N                   ",NONE                     ,N/A                 ,4/21/2017,4/23/2017,4/23/2017,4/23/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,4/23/2017,,20,,0.51,6112,D135-01        ,,1,,FIELD     
BR        ,3968-A,MK-02001X-1317-001A,020-01X-1317-01,"1.5""-HL-020-1317-D135-01-N                   ",NONE                     ,N/A                 ,5/12/2017,5/16/2017,5/16/2017,5/16/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,5/16/2017,,20,,16.05,6112,D135-01        ,,1,,FIELD     
BR        ,3968-B,MK-02001X-1317-001B,020-01X-1317-01,"1.5""-HL-020-1317-D135-01-N                   ",NONE                     ,N/A                 ,5/12/2017,5/16/2017,5/16/2017,5/16/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,5/16/2017,,20,,14.2,6112,D135-01        ,,1,,FIELD     
BR        ,3968-C,MK-02001X-1317-001C,020-01X-1317-01,"1.5""-HL-020-1317-D135-01-N                   ",NONE                     ,N/A                 ,5/9/2017,5/12/2017,5/12/2017,5/12/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,5/12/2017,,20,,19.96,6112,D135-01        ,,1,,FIELD     
BR        ,3969-B,MK-02001X-1317-002B,020-01X-1317-02,"1.5""-HL-020-1317-D135-01-N                   ",NONE                     ,N/A                 ,4/21/2017,4/23/2017,4/23/2017,4/23/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,4/23/2017,,20,,0.43,6112,D135-01        ,,1,,FIELD     
BR        ,1189-A,MK-02001X-1518-001A,020-01X-1518-01,"2""-BD-020-1518-B135-40-N                     ",NONE                     ,N/A                 ,5/4/2017,5/8/2017,5/8/2017,5/8/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/3/2017,,-         ,0,,5/8/2017,,20,,0.56,6112,B135-40        ,,1,,FIELD     
BR        ,580-A,MK-02001X-3131-001A,020-01X-3131-01,"3""-WT-020-3131-A135-41-N                     ",NONE                     ,N/A                 ,4/7/2017,4/22/2017,4/22/2017,4/22/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/14/2016,,-         ,0,,4/22/2017,,20,,26.19,6112,A135-41        ,,1,,FIELD     
BR        ,580-B,MK-02001X-3131-001B,020-01X-3131-01,"3""-WT-020-3131-A135-41-N                     ",NONE                     ,N/A                 ,4/7/2017,4/25/2017,4/25/2017,4/25/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/14/2016,,-         ,0,,,,20,,29.39,6112,A135-41        ,,1,,FIELD     
BR        ,580-D,MK-02001X-3131-001D,020-01X-3131-01,"3""-WT-020-3131-A135-41-N                     ",NONE                     ,N/A                 ,4/7/2017,4/11/2017,4/11/2017,4/11/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/14/2016,,-         ,0,,4/11/2017,,20,,5.04,6112,A135-41        ,,1,,FIELD     
BR        ,580-E,MK-02001X-3131-001E,020-01X-3131-01,"3""-WT-020-3131-A135-41-N                     ",NONE                     ,N/A                 ,4/7/2017,4/12/2017,4/12/2017,4/12/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/14/2016,,-         ,0,,4/12/2017,,20,,21.78,6112,A135-41        ,,1,,FIELD     
BR        ,582-B,MK-02001X-3146-002B,020-01X-3146-02,"2""-PW-020-3146-A135-01-N                     ",NONE                     ,N/A                 ,3/31/2017,4/17/2017,4/17/2017,4/17/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/1/2016,,-         ,0,,4/22/2017,,20,,39.99,6112,A135-01        ,,1,,FIELD     
BR        ,1811-A,MK-02001X-6157-003A,020-01X-6157-03,"1""-IN-020-6157-A135-42-N                     ",NONE                     ,N/A                 ,5/6/2017,5/9/2017,5/9/2017,5/9/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/26/2017,,-         ,0,,5/9/2017,,20,,8.61,6112,A135-42        ,,1,,FIELD     
BR        ,599-A,MK-02001X-7120-001A,020-01X-7120-01,"2""-EG-020-7120-A135-01-N                     ",NONE                     ,N/A                 ,3/31/2017,4/15/2017,4/15/2017,4/15/2017,,,,,5/30/2017,B3002,,4,01X       ,,,N/A   ,N/A   ,YES   ,11/29/2016,,-         ,0,,4/15/2017,,20,,39.99,6112,A135-01        ,,1,,FIELD     
BR        ,4335-B,MK-02004X-3019-003B,020-04X-3019-03,"1""-WP-020-3019-B135-40-P                     ",NONE                     ,N/A                 ,5/12/2017,5/15/2017,5/15/2017,5/15/2017,,,,,5/30/2017,B3002,,4,04X       ,,,N/A   ,N/A   ,YES   ,3/21/2017,,-         ,0,,5/15/2017,,20,,13.51,6112,B135-40        ,,1,,FIELD     
BR        ,3029-A,MK-02004X-3297-001A,020-04X-3297-01,"1""-WP-020-3297-A135-01-N                     ",NONE                     ,N/A                 ,4/28/2017,4/30/2017,4/30/2017,4/30/2017,,,,,5/30/2017,B3002,,4,04X       ,,,N/A   ,N/A   ,YES   ,2/13/2017,,-         ,0,,4/30/2017,,20,,1.87,6112,A135-01        ,,1,,FIELD     
BR        ,5465-A,MK-02004X-3855-001A,020-04X-3855-01,"1""-WX-020-3855-A135-01-N                     ",NONE                     ,N/A                 ,4/12/2017,4/18/2017,4/18/2017,4/18/2017,,,,,5/30/2017,B3002,,4,04X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,0,,4/18/2017,,20,,0.76,6112,A135-01        ,,1,,FIELD     
BR        ,4926-A,MK-02004X-4509-002A,020-04X-4509-02,"2""-BD-020-4509-A135-01-N                     ",NONE                     ,N/A                 ,5/12/2017,5/15/2017,5/16/2017,5/16/2017,,,,,5/30/2017,B3002,,4,04X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,5/16/2017,,20,,39.99,6112,A135-01        ,,1,,FIELD     
BR        ,4926-B,MK-02004X-4509-002B,020-04X-4509-02,"2""-BD-020-4509-A135-01-N                     ",NONE                     ,N/A                 ,5/12/2017,5/15/2017,5/15/2017,5/15/2017,,,,,5/30/2017,B3002,,4,04X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,5/15/2017,,20,,39.99,6112,A135-01        ,,1,,FIELD     
BR        ,4926-C,MK-02004X-4509-002C,020-04X-4509-02,"2""-BD-020-4509-A135-01-N                     ",NONE                     ,N/A                 ,5/12/2017,5/16/2017,5/16/2017,5/16/2017,,,,,5/30/2017,B3002,,4,04X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,5/16/2017,,20,,37.37,6112,A135-01        ,,1,,FIELD     
BR        ,2097-B,MK-02005X-7184-001B,020-05X-7184-01,"2""-EG-020-7184-A135-01-N                     ",NONE                     ,N/A                 ,5/6/2017,5/11/2017,5/11/2017,5/11/2017,,,,,5/30/2017,B3002,,4,05X       ,,,N/A   ,N/A   ,YES   ,1/26/2017,,-         ,0,,5/11/2017,,20,,39.99,6112,A135-01        ,,1,,FIELD     
BR        ,2098-C,MK-02005X-7184-002C,020-05X-7184-02,"2""-EG-020-7184-A135-01-N                     ",NONE                     ,N/A                 ,4/29/2017,5/12/2017,5/12/2017,5/12/2017,,,,,5/30/2017,B3002,,4,05X       ,,,N/A   ,N/A   ,YES   ,1/26/2017,,-         ,0,,5/12/2017,,20,,0.61,6112,A135-01        ,,1,,FIELD     
BR        ,2099-A,MK-02005X-7184-0B01A,020-05X-7184-B01,"2""-EG-020-7184-A135-01-N                     ",NONE                     ,N/A                 ,4/29/2017,5/8/2017,5/8/2017,5/8/2017,,,,,5/30/2017,B3002,,4,05X       ,,,N/A   ,N/A   ,YES   ,1/26/2017,,-         ,0,,5/8/2017,,20,,0.74,6112,A135-01        ,,1,,FIELD     
BR        ,4936-B,MK-02008X-7120-001B,020-08X-7120-01,"2""-EG-020-7120-A135-01-N                     ",NONE                     ,N/A                 ,5/12/2017,5/15/2017,5/15/2017,5/15/2017,,,,,5/30/2017,B3002,,4,08X       ,,,N/A   ,N/A   ,YES   ,4/22/2017,,-         ,0,,5/15/2017,,20,,39.99,6112,A135-01        ,,1,,FIELD     
BR        ,3040-A,MK-02008X-7121-001A,020-08X-7121-01,"2""-EG-020-7121-A135-01-N                     ",NONE                     ,N/A                 ,4/12/2017,4/23/2017,4/23/2017,4/23/2017,,,,,5/30/2017,B3002,,4,08X       ,,,N/A   ,N/A   ,YES   ,3/15/2017,,-         ,0,,4/23/2017,,20,,32.52,6112,A135-01        ,,1,,FIELD     
BR        ,3604-B,MK-02011X-1402-001B,020-11X-1402-01,"1""-VT-020-1402-D135-01-N                     ",NONE                     ,N/A                 ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,5/30/2017,B3002,,4,11X       ,,,N/A   ,N/A   ,YES   ,5/1/2017,,-         ,0,,5/13/2017,,20,,1.51,6112,D135-01        ,,1,,FIELD     
BR        ,5747-B,MK-02012X-4503-001B,020-12X-4503-01,"0.75""-BD-020-4503-A135-01-N                  ",NONE                     ,N/A                 ,4/26/2017,5/2/2017,5/2/2017,5/2/2017,,,,,5/30/2017,B3002,,4,12X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/2/2017,,20,,3.76,6112,A135-01        ,,1,,FIELD     
BR        ,5750-A,MK-02013X-1017-001A,020-13X-1017-01,"2""-HX-020-1017-B135-40-N                     ",NONE                     ,N/A                 ,4/26/2017,4/28/2017,4/28/2017,4/28/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,4/28/2017,,20,,4.54,6112,B135-40        ,,1,,FIELD     
BR        ,5750-D,MK-02013X-1017-001D,020-13X-1017-01,"2""-HX-020-1017-B135-40-N                     ",NONE                     ,N/A                 ,4/26/2017,5/4/2017,5/4/2017,5/4/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/4/2017,,20,,4.91,6112,B135-40        ,,1,,FIELD     
BR        ,5191-B,MK-02013X-1018-001B,020-13X-1018-01,"1.5""-HX-020-1018-B135-40-N                   ",NONE                     ,N/A                 ,5/12/2017,5/17/2017,5/17/2017,5/17/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/13/2017,,-         ,0,,5/17/2017,,20,,15.54,6112,B135-40        ,,1,,FIELD     
BR        ,5191-C,MK-02013X-1018-001C,020-13X-1018-01,"1.5""-HX-020-1018-B135-40-N                   ",NONE                     ,N/A                 ,5/12/2017,5/16/2017,5/16/2017,5/16/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/13/2017,,-         ,0,,5/16/2017,,20,,3.91,6112,B135-40        ,,1,,FIELD     
BR        ,5121-C,MK-02013X-1019-002C,020-13X-1019-02,"1""-HX-020-1019-B135-40-N                     ",NONE                     ,N/A                 ,5/10/2017,5/12/2017,5/12/2017,5/12/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/26/2017,,-         ,0,,5/12/2017,,20,,14.77,6112,B135-40        ,,1,,FIELD     
BR        ,5193-B,MK-02013X-1021-002B,020-13X-1021-02,"1""-IN-020-1021-B135-40-N                     ",NONE                     ,N/A                 ,4/27/2017,5/3/2017,5/3/2017,5/3/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/3/2017,,20,,1.2,6112,B135-40        ,,1,,FIELD     
BR        ,5194-B,MK-02013X-1023-001B,020-13X-1023-01,"1""-IN-020-1023-B135-40-N                     ",NONE                     ,N/A                 ,5/12/2017,5/17/2017,5/17/2017,5/17/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/13/2017,,-         ,0,,5/17/2017,,20,,19.91,6112,B135-40        ,,1,,FIELD     
BR        ,5194-C,MK-02013X-1023-001C,020-13X-1023-01,"1""-IN-020-1023-B135-40-N                     ",NONE                     ,N/A                 ,5/10/2017,5/14/2017,5/14/2017,5/14/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/13/2017,,-         ,0,,5/14/2017,,20,,19.27,6112,B135-40        ,,1,,FIELD     
BR        ,5195-A,MK-02013X-1023-002A,020-13X-1023-02,"1""-IN-020-1023-B135-40-N                     ",NONE                     ,N/A                 ,4/27/2017,5/12/2017,5/12/2017,5/12/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/12/2017,,20,,0.72,6112,B135-40        ,,1,,FIELD     
BR        ,5527-A,MK-02013X-1024-001A,020-13X-1024-01,"1""-IN-020-1024-A135-01-N                     ",NONE                     ,N/A                 ,4/26/2017,4/29/2017,4/29/2017,4/29/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,4/29/2017,,20,,8.97,6112,A135-01        ,,1,,FIELD     
BR        ,5527-B,MK-02013X-1024-001B,020-13X-1024-01,"1""-IN-020-1024-A135-01-N                     ",NONE                     ,N/A                 ,5/4/2017,5/14/2017,5/14/2017,5/14/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/14/2017,,20,,10.63,6112,A135-01        ,,1,,FIELD     
BR        ,5756-A,MK-02013X-1028-001A,020-13X-1028-01,"0.5""-HX-020-1028-B135-40-N                   ",NONE                     ,N/A                 ,5/6/2017,5/12/2017,5/12/2017,5/12/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/12/2017,,20,,5.9,6112,B135-40        ,,1,,FIELD     
BR        ,5757-A,MK-02013X-1029-001A,020-13X-1029-01,"0.5""-HX-020-1029-B135-40-N                   ",NONE                     ,N/A                 ,5/6/2017,5/12/2017,5/12/2017,5/12/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/12/2017,,20,,8.53,6112,B135-40        ,,1,,FIELD     
BR        ,5758-A,MK-02013X-1030-001A,020-13X-1030-01,"0.5""-HX-020-1030-B135-40-N                   ",NONE                     ,N/A                 ,5/6/2017,5/12/2017,5/12/2017,5/12/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/12/2017,,20,,8.52,6112,B135-40        ,,1,,FIELD     
BR        ,5201-A,MK-02013X-1330-001A,020-13X-1330-01,"1.5""-IN-020-1330-B135-40-N                   ",NONE                     ,N/A                 ,5/12/2017,5/15/2017,5/15/2017,5/15/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,0,,5/15/2017,,20,,8.84,6112,B135-40        ,,1,,FIELD     
BR        ,5201-C,MK-02013X-1330-001C,020-13X-1330-01,"1.5""-IN-020-1330-B135-40-N                   ",NONE                     ,N/A                 ,5/12/2017,5/16/2017,5/16/2017,5/16/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,0,,5/16/2017,,20,,23.1,6112,B135-40        ,,1,,FIELD     
BR        ,5203-A,MK-02013X-1331-001A,020-13X-1331-01,"2""-IN-020-1331-A135-01-N                     ",NONE                     ,N/A                 ,5/12/2017,5/13/2017,5/13/2017,5/13/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,0,,5/13/2017,,20,,2.89,6112,A135-01        ,,1,,FIELD     
BR        ,5203-B,MK-02013X-1331-001B,020-13X-1331-01,"2""-IN-020-1331-A135-01-N                     ",NONE                     ,N/A                 ,5/12/2017,5/13/2017,5/13/2017,5/13/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,0,,5/13/2017,,20,,4.67,6112,A135-01        ,,1,,FIELD     
BR        ,5538-B,MK-02013X-1332-001B,020-13X-1332-01,"2""-HX-020-1332-B135-40-N                     ",NONE                     ,N/A                 ,4/26/2017,4/27/2017,4/27/2017,4/27/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,,,20,,5.26,6112,B135-40        ,,1,,FIELD     
BR        ,5205-A,MK-02013X-1410-001A,020-13X-1410-01,"2""-VT-020-1410-B135-40-N                     ",NONE                     ,N/A                 ,5/12/2017,5/13/2017,5/13/2017,5/13/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,0,,5/13/2017,,20,,1.44,6112,B135-40        ,,1,,FIELD     
BR        ,5207-A,MK-02013X-1411-002A,020-13X-1411-02,"1""-VT-020-1411-B135-40-N                     ",NONE                     ,N/A                 ,5/12/2017,5/15/2017,5/15/2017,5/15/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,0,,5/15/2017,,20,,0.52,6112,B135-40        ,,1,,FIELD     
BR        ,5541-C,MK-02013X-1554-001C,020-13X-1554-01,"1""-BD-020-1554-A135-01-N                     ",NONE                     ,N/A                 ,5/4/2017,5/9/2017,5/9/2017,5/9/2017,,,,,5/30/2017,B3002,,4,13X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/9/2017,,20,,17.47,6112,A135-01        ,,1,,FIELD     
BR        ,5150-C,MK-02014X-1048-002C,020-14X-1048-02,"1""-WX-020-1048-B135-40-N                     ",NONE                     ,N/A                 ,5/12/2017,5/16/2017,5/16/2017,5/16/2017,,,,,5/30/2017,B3002,,4,14X       ,,,N/A   ,N/A   ,YES   ,4/13/2017,,-         ,0,,5/16/2017,,20,,9.84,6112,B135-40        ,,1,,FIELD     
BR        ,2985-A,MK-02015X-1054-001A,020-15X-1054-01,"3""-BD-020-1054-B135-40-N                     ",NONE                     ,N/A                 ,4/10/2017,4/17/2017,4/17/2017,4/17/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,2/20/2017,,-         ,0,,4/17/2017,,20,,4.85,6112,B135-40        ,,1,,FIELD     
BR        ,5560-A,MK-02015X-1064-D02A,020-15X-1064-D02,"1.5""-HM-020-1064-B135-40-N                   ",NONE                     ,N/A                 ,4/18/2017,4/21/2017,4/21/2017,4/23/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/4/2017,,-         ,0,,4/21/2017,,20,,1.31,6112,B135-40        ,,1,,FIELD     
BR        ,5238-A,MK-02015X-1304-033A,020-15X-1304-33,"2""-VT-020-1304-B135-40-E                     ",NONE                     ,N/A                 ,4/12/2017,4/15/2017,4/15/2017,4/15/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/15/2017,,20,,,6112,B135-40        ,,2,,FIELD     
BR        ,5238-B,MK-02015X-1304-033B,020-15X-1304-33,"2""-VT-020-1304-B135-40-E                     ",NONE                     ,N/A                 ,4/21/2017,4/24/2017,4/24/2017,4/24/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/24/2017,,20,,,6112,B135-40        ,,2,,FIELD     
BR        ,5238-C,MK-02015X-1304-033C,020-15X-1304-33,"2""-VT-020-1304-B135-40-E                     ",NONE                     ,N/A                 ,4/12/2017,4/15/2017,4/15/2017,4/15/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/15/2017,,20,,,6112,B135-40        ,,2,,FIELD     
BR        ,5238-D,MK-02015X-1304-033D,020-15X-1304-33,"2""-VT-020-1304-B135-40-E                     ",NONE                     ,N/A                 ,4/21/2017,4/24/2017,4/24/2017,4/24/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/24/2017,,20,,,6112,B135-40        ,,2,,FIELD     
BR        ,5239-A,MK-02015X-1304-034A,020-15X-1304-34,"2""-VT-020-1304-B135-40-E                     ",NONE                     ,N/A                 ,4/12/2017,4/17/2017,4/17/2017,4/17/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/17/2017,,20,,0.57,6112,B135-40        ,,2,,FIELD     
BR        ,5239-B,MK-02015X-1304-034B,020-15X-1304-34,"2""-VT-020-1304-B135-40-E                     ",NONE                     ,N/A                 ,4/21/2017,4/24/2017,4/24/2017,4/24/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/24/2017,,20,,,6112,B135-40        ,,2,,FIELD     
BR        ,5239-C,MK-02015X-1304-034C,020-15X-1304-34,"2""-VT-020-1304-B135-40-E                     ",NONE                     ,N/A                 ,4/12/2017,4/28/2017,4/28/2017,4/28/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/28/2017,,20,,0.57,6112,B135-40        ,,2,,FIELD     
BR        ,5239-D,MK-02015X-1304-034D,020-15X-1304-34,"2""-VT-020-1304-B135-40-E                     ",NONE                     ,N/A                 ,4/21/2017,4/24/2017,4/24/2017,4/24/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/24/2017,,20,,,6112,B135-40        ,,2,,FIELD     
BR        ,5240-A,MK-02015X-1304-035A,020-15X-1304-35,"2""-VT-020-1304-B135-40-E                     ",NONE                     ,N/A                 ,4/12/2017,4/15/2017,4/15/2017,4/15/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/15/2017,,20,,,6112,B135-40        ,,2,,FIELD     
BR        ,5163-A,MK-02015X-1503-001A,020-15X-1503-01,"2""-HO-020-1503-A135-01-N                     ",NONE                     ,N/A                 ,4/12/2017,4/15/2017,4/15/2017,4/15/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/15/2017,,20,,9.16,6112,A135-01        ,,1,,FIELD     
BR        ,6128-B,MK-02015X-9990-001B,020-15X-9990-01,"2""-BD-020-9990-A135-01-N                     ",NONE                     ,N/A                 ,5/1/2017,5/7/2017,5/7/2017,5/7/2017,,,,,5/30/2017,B3002,,4,15X       ,,,N/A   ,N/A   ,YES   ,4/11/2017,,-         ,0,,5/7/2017,,20,,13.16,6112,A135-01        ,,1,,FIELD     
BR        ,5172-A,MK-02016X-1460-001A,020-16X-1460-01,"1""-IN-020-1460-B135-01-N                     ",NONE                     ,N/A                 ,5/12/2017,5/15/2017,5/15/2017,5/15/2017,,,,,5/30/2017,B3002,,4,16X       ,,,N/A   ,N/A   ,YES   ,4/13/2017,,-         ,0,,5/15/2017,,20,,7.33,6112,B135-01        ,,1,,FIELD     
BR        ,5172-B,MK-02016X-1460-001B,020-16X-1460-01,"1""-IN-020-1460-B135-01-N                     ",NONE                     ,N/A                 ,5/10/2017,5/12/2017,5/12/2017,5/12/2017,,,,,5/30/2017,B3002,,4,16X       ,,,N/A   ,N/A   ,YES   ,4/13/2017,,-         ,0,,5/12/2017,,20,,10.97,6112,B135-01        ,,1,,FIELD     
BR        ,3947-A,MK-02016X-1468-001A,020-16X-1468-01,"2""-HL-020-1468-B135-40-N                     ",NONE                     ,N/A                 ,4/21/2017,4/25/2017,4/25/2017,4/25/2017,,,,,5/30/2017,B3002,,4,16X       ,,,N/A   ,N/A   ,YES   ,4/4/2017,,-         ,0,,,,20,,37.27,6112,B135-40        ,,1,,FIELD     
BR        ,3947-B,MK-02016X-1468-001B,020-16X-1468-01,"2""-HL-020-1468-B135-40-N                     ",NONE                     ,N/A                 ,5/12/2017,5/17/2017,5/17/2017,5/17/2017,,,,,5/30/2017,B3002,,4,16X       ,,,N/A   ,N/A   ,YES   ,4/4/2017,,-         ,0,,5/17/2017,,20,,12.61,6112,B135-40        ,,1,,FIELD     
