SIZE,WELD TYPE,MAT'L,SCH.,MOD MAN HOUR CODE,HOURS
1.25,RN90,NICKEL,160,1.25RN90NICKEL160,28.464
1.25,RN90,NICKEL,40S,1.25RN90NICKEL40S,18.672
1.25,RN90,NICKEL,80S,1.25RN90NICKEL80S,21.12
1.25,RN90,NICKEL,XXS,1.25RN90NICKELXXS,28.464
1.25,RN90,P11,160,1.25RN90P11160,18.976
1.25,RN90,P11,STD,1.25RN90P11STD,12.448
1.25,RN90,P11,XS,1.25RN90P11XS,14.08
1.25,RN90,P11,XXS,1.25RN90P11XXS,18.976
1.25,RN90,P22,160,1.25RN90P22160,23.72
1.25,RN90,P22,STD,1.25RN90P22STD,15.56
1.25,RN90,P22,XS,1.25RN90P22XS,17.6
1.25,RN90,P22,XXS,1.25RN90P22XXS,23.72
1.25,RN90,P5,160,1.25RN90P5160,18.976
1.25,RN90,P5,STD,1.25RN90P5STD,12.448
1.25,RN90,P5,XS,1.25RN90P5XS,14.08
1.25,RN90,P5,XXS,1.25RN90P5XXS,18.976
1.25,RN90,P9,160,1.25RN90P9160,23.72
1.25,RN90,P9,STD,1.25RN90P9STD,15.56
1.25,RN90,P9,XS,1.25RN90P9XS,17.6
1.25,RN90,P9,XXS,1.25RN90P9XXS,23.72
1.25,RN90,SS,10S,1.25RN90SS10S,10.892
1.25,RN90,SS,20S,1.25RN90SS20S,10.892
1.25,RN90,SS,40S,1.25RN90SS40S,10.892
1.25,RN90,SS,5S,1.25RN90SS5S,10.892
1.25,RN90,SS,80S,1.25RN90SS80S,12.32
1.25,RN90,TI,10S,1.25RN90TI10S,18.672
1.25,RN90,TI,160,1.25RN90TI160,28.464
1.25,RN90,TI,STD,1.25RN90TISTD,18.672
1.25,RN90,TI,XS,1.25RN90TIXS,21.12
1.25,RN90,TI,XXS,1.25RN90TIXXS,28.464
1.25,SO,321,150,1.25SO321150,2.72
1.25,SO,321,300,1.25SO321300,3.12
1.25,SO,321,400,1.25SO321400,3.96
1.25,SO,321,600,1.25SO321600,3.96
1.25,SO,321,900,1.25SO321900,4.4
1.25,SO,347,150,1.25SO347150,2.72
1.25,SO,347,300,1.25SO347300,3.12
1.25,SO,347,400,1.25SO347400,3.96
1.25,SO,347,600,1.25SO347600,3.96
1.25,SO,347,900,1.25SO347900,4.4
1.25,SO,904L,150,1.25SO904L150,2.72
1.25,SO,904L,300,1.25SO904L300,3.12
1.25,SO,904L,400,1.25SO904L400,3.96
1.25,SO,904L,600,1.25SO904L600,3.96
1.25,SO,904L,900,1.25SO904L900,4.4
1.25,SO,A20,150,1.25SOA20150,2.72
1.25,SO,A20,300,1.25SOA20300,3.12
1.25,SO,A20,400,1.25SOA20400,3.96
1.25,SO,A20,600,1.25SOA20600,3.96
1.25,SO,A20,900,1.25SOA20900,4.4
1.25,SO,A333,150,1.25SOA333150,1.088
1.25,SO,A333,300,1.25SOA333300,1.248
1.25,SO,A333,400,1.25SOA333400,1.584
1.25,SO,A333,600,1.25SOA333600,1.584
1.25,SO,A333,900,1.25SOA333900,1.76
1.25,SO,AL,150,1.25SOAL150,3.264
1.25,SO,AL,300,1.25SOAL300,3.744
1.25,SO,AL,400,1.25SOAL400,4.752
1.25,SO,AL,600,1.25SOAL600,4.752
1.25,SO,AL,900,1.25SOAL900,5.28
1.25,SO,CS,150,1.25SOCS150,1.088
1.25,SO,CS,300,1.25SOCS300,1.248
1.25,SO,CS,400,1.25SOCS400,1.584
1.25,SO,CS,600,1.25SOCS600,1.584
1.25,SO,CS,900,1.25SOCS900,1.76
1.25,SO,DUPLEX,150,1.25SODUPLEX150,2.72
1.25,SO,DUPLEX,300,1.25SODUPLEX300,3.12
1.25,SO,DUPLEX,400,1.25SODUPLEX400,3.96
1.25,SO,DUPLEX,600,1.25SODUPLEX600,3.96
1.25,SO,DUPLEX,900,1.25SODUPLEX900,4.4
1.25,SO,HAST,150,1.25SOHAST150,3.264
1.25,SO,HAST,300,1.25SOHAST300,3.744
1.25,SO,HAST,400,1.25SOHAST400,4.752
1.25,SO,HAST,600,1.25SOHAST600,4.752
1.25,SO,HAST,900,1.25SOHAST900,5.28
1.25,SO,INCONEL,150,1.25SOINCONEL150,2.72
1.25,SO,INCONEL,300,1.25SOINCONEL300,3.12
1.25,SO,INCONEL,400,1.25SOINCONEL400,3.96
1.25,SO,INCONEL,600,1.25SOINCONEL600,3.96
1.25,SO,INCONEL,900,1.25SOINCONEL900,4.4
1.25,SO,MONEL,150,1.25SOMONEL150,2.72
1.25,SO,MONEL,300,1.25SOMONEL300,3.12
1.25,SO,MONEL,400,1.25SOMONEL400,3.96
1.25,SO,MONEL,600,1.25SOMONEL600,3.96
1.25,SO,MONEL,900,1.25SOMONEL900,4.4
1.25,SO,NICKEL,150,1.25SONICKEL150,3.264
1.25,SO,NICKEL,300,1.25SONICKEL300,3.744
1.25,SO,NICKEL,400,1.25SONICKEL400,4.752
1.25,SO,NICKEL,600,1.25SONICKEL600,4.752
1.25,SO,NICKEL,900,1.25SONICKEL900,5.28
1.25,SO,P11,150,1.25SOP11150,2.176
1.25,SO,P11,300,1.25SOP11300,2.496
1.25,SO,P11,400,1.25SOP11400,3.168
1.25,SO,P11,600,1.25SOP11600,3.168
1.25,SO,P11,900,1.25SOP11900,3.52
1.25,SO,P22,150,1.25SOP22150,2.72
1.25,SO,P22,300,1.25SOP22300,3.12
1.25,SO,P22,400,1.25SOP22400,3.96
1.25,SO,P22,600,1.25SOP22600,3.96
1.25,SO,P22,900,1.25SOP22900,4.4
1.25,SO,P5,150,1.25SOP5150,2.176
1.25,SO,P5,300,1.25SOP5300,2.496
1.25,SO,P5,400,1.25SOP5400,3.168
1.25,SO,P5,600,1.25SOP5600,3.168
1.25,SO,P5,900,1.25SOP5900,3.52
1.25,SO,P9,150,1.25SOP9150,2.72
1.25,SO,P9,300,1.25SOP9300,3.12
1.25,SO,P9,400,1.25SOP9400,3.96
1.25,SO,P9,600,1.25SOP9600,3.96
1.25,SO,P9,900,1.25SOP9900,4.4
1.25,SO,SS,150,1.25SOSS150,1.904
1.25,SO,SS,300,1.25SOSS300,2.184
1.25,SO,SS,400,1.25SOSS400,2.772
1.25,SO,SS,600,1.25SOSS600,2.772
1.25,SO,SS,900,1.25SOSS900,3.08
1.25,SO,TI,150,1.25SOTI150,3.264
1.25,SO,TI,300,1.25SOTI300,3.744
1.25,SO,TI,400,1.25SOTI400,4.752
1.25,SO,TI,600,1.25SOTI600,4.752
1.25,SO,TI,900,1.25SOTI900,5.28
1.25,SW,321,3000,1.25SW3213000,2.56
1.25,SW,321,6000,1.25SW3216000,3.2
1.25,SW,321,9000,1.25SW3219000,3.2
1.25,SW,347,3000,1.25SW3473000,2.56
1.25,SW,347,6000,1.25SW3476000,3.2
1.25,SW,347,9000,1.25SW3479000,3.2
1.25,SW,904L,3000,1.25SW904L3000,2.56
1.25,SW,904L,6000,1.25SW904L6000,3.2
1.25,SW,904L,9000,1.25SW904L9000,3.2
1.25,SW,A20,3000,1.25SWA203000,2.56
1.25,SW,A20,6000,1.25SWA206000,3.2
1.25,SW,A20,9000,1.25SWA209000,3.2
1.25,SW,A333,3000,1.25SWA3333000,1.024
1.25,SW,A333,6000,1.25SWA3336000,1.28
1.25,SW,A333,9000,1.25SWA3339000,1.28
1.25,SW,AL,3000,1.25SWAL3000,3.072
1.25,SW,AL,6000,1.25SWAL6000,3.84
1.25,SW,AL,9000,1.25SWAL9000,3.84
1.25,SW,CS,3000,1.25SWCS3000,1.024
1.25,SW,CS,6000,1.25SWCS6000,1.28
1.25,SW,CS,9000,1.25SWCS9000,1.28
1.25,SW,DUPLEX,3000,1.25SWDUPLEX3000,2.56
1.25,SW,DUPLEX,6000,1.25SWDUPLEX6000,3.2
1.25,SW,DUPLEX,9000,1.25SWDUPLEX9000,3.2
1.25,SW,HAST,3000,1.25SWHAST3000,3.072
1.25,SW,HAST,6000,1.25SWHAST6000,3.84
1.25,SW,HAST,9000,1.25SWHAST9000,3.84
1.25,SW,INCONEL,3000,1.25SWINCONEL3000,2.56
1.25,SW,INCONEL,6000,1.25SWINCONEL6000,3.2
1.25,SW,INCONEL,9000,1.25SWINCONEL9000,3.2
1.25,SW,MONEL,3000,1.25SWMONEL3000,2.56
1.25,SW,MONEL,6000,1.25SWMONEL6000,3.2
1.25,SW,MONEL,9000,1.25SWMONEL9000,3.2
1.25,SW,NICKEL,3000,1.25SWNICKEL3000,3.072
1.25,SW,NICKEL,6000,1.25SWNICKEL6000,3.84
1.25,SW,NICKEL,9000,1.25SWNICKEL9000,3.84
1.25,SW,P11,3000,1.25SWP113000,2.048
1.25,SW,P11,6000,1.25SWP116000,2.56
1.25,SW,P11,9000,1.25SWP119000,2.56
1.25,SW,P22,3000,1.25SWP223000,2.56
1.25,SW,P22,6000,1.25SWP226000,3.2
1.25,SW,P22,9000,1.25SWP229000,3.2
1.25,SW,P5,3000,1.25SWP53000,2.048
1.25,SW,P5,6000,1.25SWP56000,2.56
1.25,SW,P9,3000,1.25SWP93000,2.56
1.25,SW,P9,6000,1.25SWP96000,3.2
1.25,SW,P9,9000,1.25SWP99000,3.2
1.25,SW,SS,3000,1.25SWSS3000,1.792
1.25,SW,SS,6000,1.25SWSS6000,2.24
1.25,SW,SS,9000,1.25SWSS9000,2.24
1.25,SW,TI,3000,1.25SWTI3000,3.072
1.25,SW,TI,6000,1.25SWTI6000,3.84
1.25,SW,TI,9000,1.25SWTI9000,3.84
1.25,TS,321,3000,1.25TS3213000,3.84
1.25,TS,321,6000,1.25TS3216000,4.48
1.25,TS,321,9000,1.25TS3219000,4.48
1.25,TS,347,3000,1.25TS3473000,3.84
1.25,TS,347,6000,1.25TS3476000,4.48
1.25,TS,347,9000,1.25TS3479000,4.48
1.25,TS,904L,3000,1.25TS904L3000,3.84
1.25,TS,904L,6000,1.25TS904L6000,4.48
1.25,TS,904L,9000,1.25TS904L9000,4.48
1.25,TS,A20,3000,1.25TSA203000,3.84
1.25,TS,A20,6000,1.25TSA206000,4.48
1.25,TS,A20,9000,1.25TSA209000,4.48
1.25,TS,A333,3000,1.25TSA3333000,1.536
1.25,TS,A333,6000,1.25TSA3336000,3.84
1.25,TS,A333,9000,1.25TSA3339000,3.84
1.25,TS,AL,3000,1.25TSAL3000,4.608
1.25,TS,AL,6000,1.25TSAL6000,5.76
1.25,TS,AL,9000,1.25TSAL9000,5.76
1.25,TS,CS,3000,1.25TSCS3000,1.536
1.25,TS,CS,6000,1.25TSCS6000,1.792
1.25,TS,CS,9000,1.25TSCS9000,1.792
1.25,TS,DUPLEX,3000,1.25TSDUPLEX3000,3.84
1.25,TS,DUPLEX,6000,1.25TSDUPLEX6000,4.48
