,1462,,,,,,1419,1326,1316,1310,24,0,1182,0,485,992,134,244,280,,,,
SHOP,ISO NO.,PIECE MARK,PA,REF. DWG.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,FAB CODE,PHASE
PA        ,221-A,6951-221-A,#N/A,13E-P-6118804-01,4A                       ,ALUMINUM            ,06/03/2020,,,,,,,,,,,,,,G3A-3     ,B31.3          ,13E       
PA        ,221-B,6951-221-B,#N/A,13E-P-6118804-01,4A                       ,ALUMINUM            ,06/03/2020,07/09/2020,07/09/2020,,,,,,,,,,,,G3A-3     ,B31.3          ,13E       
PA        ,493-A,6951-493-A,6951-493-A,13E-LS-6118873-01,6A                       ,ALUMINUM            ,,,,,,,,,,,,,,,G1A-3     ,B31.3          ,13E       
PA        ,494-A,6951-494-A,6951-494-A,13E-LS-6118873-02,6A                       ,ALUMINUM            ,,,,,,,,,,,,,,,G1A-3     ,B31.3          ,13E       
PA        ,495-A,6951-495-A,6951-495-A,13E-LS-6118874-03,6A                       ,ALUMINUM            ,,,,,,,,,,,,,,,G1A-3     ,B31.3          ,13E       
PA        ,496-A,6951-496-A,6951-496-A,13E-LS-6118874-05,6A                       ,ALUMINUM            ,,,,,,,,,,,,,,,G1A-3     ,B31.3          ,13E       
PA        ,150-A,6951-150-A,#N/A,13E-P-6118801-01,4A                       ,ALUMINUM            ,05/27/2020,06/11/2020,06/11/2020,06/11/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13E       
PA        ,152-C,6951-152-C,#N/A,13E-P-6118801-04,4a                       ,ALUMINUM            ,06/03/2020,06/11/2020,06/11/2020,06/11/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13E       
PA        ,153-B,6951-153-B,#N/A,13E-P-6118802-03,4a                       ,ALUMINUM            ,06/03/2020,06/11/2020,06/11/2020,06/11/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13E       
PA        ,154-A,6951-154-A,#N/A,13E-P-6118811-01,4A                       ,ALUMINUM            ,06/03/2020,06/17/2020,06/18/2020,06/18/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G1A-3     ,B31.3          ,13E       
PA        ,155-A,6951-155-A,#N/A,13E-P-6118814-01,4A                       ,ALUMINUM            ,05/28/2020,06/09/2020,06/10/2020,06/10/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13E       
PA        ,223-A,6951-223-A,#N/A,13E-P-6118808-01,4A                       ,ALUMINUM            ,06/03/2020,06/18/2020,06/18/2020,06/22/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G1A-3     ,B31.3          ,13E       
PA        ,146-A,6951-146-A,#N/A,13E-CD-6118805-01,4                        ,BEIGE 88023         ,05/28/2020,06/09/2020,06/10/2020,06/10/2020,,,06/24/2020,,06/29/2020,06/29/2020,,,,P2027     ,G3A-3     ,B31.3          ,13E       
PA        ,147-A,6951-147-A,#N/A,13E-CD-6118805-02,4                        ,BEIGE 88023         ,05/28/2020,06/10/2020,06/10/2020,06/11/2020,,,06/24/2020,,06/29/2020,06/29/2020,,,,P2027     ,G3A-3     ,B31.3          ,13E       
PA        ,211-B,6951-211-B,#N/A,13E-CD-6118809-01,4                        ,BEIGE 88023         ,05/28/2020,06/09/2020,06/09/2020,06/09/2020,,,06/24/2020,,06/29/2020,06/29/2020,,,,P2027     ,G3A-3     ,B31.3          ,13E       
PA        ,493-C,6951-493-C,#N/A,13E-LS-6118873-01,6a                       ,ALUMINUM            ,03/31/2020,04/14/2020,04/14/2020,04/15/2020,,,06/24/2020,,06/29/2020,06/29/2020,,,,P2027     ,G1A-3     ,B31.3          ,13E       
PA        ,218-A,6951-218-A,#N/A,13E-P-6118801-02,4A                       ,ALUMINUM            ,06/11/2020,06/18/2020,06/18/2020,06/18/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G3A-3     ,B31.3          ,13E       
PA        ,151-A,6951-151-A,#N/A,13E-P-6118801-03,4A                       ,ALUMINUM            ,06/15/2020,06/18/2020,06/23/2020,06/23/2020,,,07/01/2020,,07/01/2020,07/02/2020,,,,P2031     ,G3A-3     ,B31.3          ,13E       
PA        ,154-C,6951-154-C,#N/A,13E-P-6118811-01,4A                       ,ALUMINUM            ,06/03/2020,06/18/2020,06/22/2020,06/23/2020,,,07/01/2020,,07/01/2020,07/02/2020,,,,P2031     ,G1A-3     ,B31.3          ,13E       
PA        ,220-B,6951-220-B,#N/A,13E-P-6118802-02,4A                       ,ALUMINUM            ,06/11/2020,06/25/2020,06/25/2020,06/25/2020,,,07/01/2020,,07/01/2020,07/02/2020,,,,P2031     ,G3A-3     ,B31.3          ,13E       
PA        ,220-A,6951-220-A,#N/A,13E-P-6118802-02,4A                       ,ALUMINUM            ,06/11/2020,06/22/2020,06/22/2020,06/23/2020,,,07/07/2020,,07/07/2020,07/07/2020,,,,P2032     ,G3A-3     ,B31.3          ,13E       
PA        ,222-A,6951-222-A,#N/A,13E-P-6118806-01,4A                       ,ALUMINUM            ,06/03/2020,06/30/2020,06/30/2020,06/30/2020,,,07/07/2020,,07/07/2020,07/07/2020,,,,P2032     ,G3A-3     ,B31.3          ,13E       
PA        ,222-B,6951-222-B,#N/A,13E-P-6118806-01,4A                       ,ALUMINUM            ,06/03/2020,06/29/2020,06/30/2020,06/30/2020,,,07/07/2020,,07/07/2020,07/07/2020,,,,P2032     ,G3A-3     ,B31.3          ,13E       
PA        ,218-B,6951-218-B,#N/A,13E-P-6118801-02,4A                       ,ALUMINUM            ,06/11/2020,06/25/2020,07/01/2020,07/01/2020,,,07/09/2020,,07/09/2020,07/09/2020,,,,P2034     ,G3A-3     ,B31.3          ,13E       
PA        ,223-B,6951-223-B,#N/A,13E-P-6118808-01,4A                       ,ALUMINUM            ,06/11/2020,06/22/2020,06/24/2020,06/24/2020,,,07/09/2020,,07/09/2020,07/09/2020,,,,P2034     ,G1A-3     ,B31.3          ,13E       
PA        ,153-A,6951-153-A,#N/A,13E-P-6118802-03,4A                       ,ALUMINUM            ,06/15/2020,06/23/2020,06/24/2020,06/25/2020,,,,,,,,,,P2035     ,G3A-3     ,B31.3          ,13E       
PA        ,221-E,6951-221-E,#N/A,13E-P-6118804-01,4A                       ,ALUMINUM            ,03/26/2020,03/27/2020,03/27/2020,03/27/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G3A-3     ,B31.3          ,13E       
PA        ,222-E,6951-222-E,#N/A,13E-P-6118806-01,4A                       ,ALUMINUM            ,03/26/2020,03/27/2020,03/27/2020,03/27/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G3A-3     ,B31.3          ,13E       
PA        ,149-A,6951-149-A,#N/A,13E-CD-6118809-02,4                        ,BEIGE 88023         ,03/18/2020,03/20/2020,03/20/2020,03/20/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G3A-3     ,B31.3          ,13E       
PA        ,231-A,6951-231-A,#N/A,13F-C-6123310-01,1                        ,BEIGE 88023         ,05/28/2020,06/10/2020,06/10/2020,06/10/2020,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,373-A,6951-373-A,#N/A,13F-LC-6116721-01,4                        ,BEIGE 88023         ,06/01/2020,06/11/2020,06/11/2020,06/15/2020,,,,,,,,,,,G1A-3     ,B31.3          ,13F       
PA        ,375-B,6951-375-B,6951-375-B,13F-LS-6116702-01,6A                       ,ALUMINUM            ,06/29/2020,,,,,,,,,,,,,,G1A-3     ,B31.3          ,13F       
PA        ,375-C,6951-375-C,6951-375-C,13F-LS-6116702-01,6A                       ,ALUMINUM            ,06/29/2020,,,,,,,,,,,,,,G1A-3     ,B31.3          ,13F       
PA        ,376-A,6951-376-A,#N/A,13F-LS-6116702-02,6A                       ,ALUMINUM            ,06/01/2020,06/17/2020,06/18/2020,06/22/2020,,,,,,,,,,,G1A-3     ,B31.3          ,13F       
PA        ,380-B,6951-380-B,#N/A,13F-P-6116705-02,4A                       ,ALUMINUM            ,05/26/2020,06/16/2020,06/17/2020,06/18/2020,,,,,,,,,,,G3A-3     ,B31.3          ,13F       
PA        ,383-A,6951-383-A,#N/A,13F-P-6116706-02,4A                       ,ALUMINUM            ,05/26/2020,06/16/2020,06/18/2020,06/18/2020,,,,,,,,,,,G3A-3     ,B31.3          ,13F       
PA        ,440-C,6951-440-C,6951-440-C,13F-IA-6192004-01,1                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-3     ,B31.3          ,13F       
PA        ,442-A,6951-442-A,6951-442-A,13F-LS-6196112-01,6A                       ,ALUMINUM            ,06/29/2020,07/08/2020,07/09/2020,07/09/2020,,,,,,,,,,,G1A-3     ,B31.3          ,13F       
PA        ,444-A,6951-444-A,6951-444-A,13F-N-6193045-01,1                        ,BLUE 98702          ,06/29/2020,07/09/2020,,,,,,,,,,,,,G1A-3     ,B31.3          ,13F       
PA        ,457-A,6951-457-A,#N/A,13F-P-6116405-01,4A                       ,ALUMINUM            ,06/18/2020,,,,,,,,,,,,,,G3A-3     ,B31.3          ,13F       
PA        ,487-B,6951-487-B,6951-487-B,13F-NG-6116901-03,4                        ,BEIGE 88023         ,06/29/2020,07/06/2020,07/06/2020,07/07/2020,,,,,,,,,,,G3A-3     ,B31.3          ,13F       
PA        ,618-A,6951-618-A,6951-618-A,13F-C-6123310-02,6                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,618-B,6951-618-B,6951-618-B,13F-C-6123310-02,6                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,618-C,6951-618-C,6951-618-C,13F-C-6123310-02,6                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,618-D,6951-618-D,6951-618-D,13F-C-6123310-02,6                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,618-E,6951-618-E,6951-618-E,13F-C-6123310-02,6                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,618-F,6951-618-F,6951-618-F,13F-C-6123310-02,6                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,618-G,6951-618-G,6951-618-G,13F-C-6123310-02,6                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,618-H,6951-618-H,#N/A,13F-C-6123310-02,6                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,863-A,6951-863-A,6951-863-A,13F-C-6123310-03,6                        ,BEIGE 88023         ,06/29/2020,,,,,,,,,,,,,,G1A-6     ,B31.3          ,13F       
PA        ,381-A,6951-381-A,#N/A,13F-P-6116705-03,4A                       ,ALUMINUM            ,05/26/2020,06/03/2020,06/03/2020,06/03/2020,,,06/25/2020,,06/11/2020,06/15/2020,,,,P2018     ,G3A-3     ,B31.3          ,13F       
PA        ,382-A,6951-382-A,#N/A,13F-P-6116705-04,4A                       ,ALUMINUM            ,05/26/2020,06/09/2020,06/09/2020,06/09/2020,,,06/25/2020,,06/11/2020,06/15/2020,,,,P2018     ,G3A-3     ,B31.3          ,13F       
PA        ,384-A,6951-384-A,#N/A,13F-P-6116706-03,4A                       ,ALUMINUM            ,05/26/2020,06/03/2020,06/04/2020,06/04/2020,,,06/25/2020,,06/11/2020,06/15/2020,,,,P2018     ,G3A-3     ,B31.3          ,13F       
PA        ,374-A,6951-374-A,#N/A,13F-LC-6116721-02,4                        ,BEIGE 88023         ,06/01/2020,06/11/2020,06/11/2020,06/11/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G1A-3     ,B31.3          ,13F       
PA        ,375-D,6951-375-D,#N/A,13F-LS-6116702-01,6A                       ,ALUMINUM            ,06/03/2020,06/11/2020,06/11/2020,06/11/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G1A-3     ,B31.3          ,13F       
PA        ,378-A,6951-378-A,#N/A,13F-P-6116704-03,4A                       ,ALUMINUM            ,05/26/2020,06/11/2020,06/15/2020,06/15/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13F       
PA        ,378-B,6951-378-B,#N/A,13F-P-6116704-03,4A                       ,ALUMINUM            ,05/27/2020,06/10/2020,06/10/2020,06/10/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13F       
PA        ,379-C,6951-379-C,#N/A,13F-P-6116704-04,4A                       ,ALUMINUM            ,06/01/2020,06/08/2020,06/08/2020,06/09/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13F       
PA        ,380-A,6951-380-A,#N/A,13F-P-6116705-02,4A                       ,ALUMINUM            ,05/26/2020,06/02/2020,06/02/2020,06/02/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13F       
PA        ,382-D,6951-382-D,#N/A,13F-P-6116705-04,4A                       ,ALUMINUM            ,06/01/2020,06/08/2020,06/08/2020,06/09/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13F       
PA        ,384-B,6951-384-B,#N/A,13F-P-6116706-03,4A                       ,ALUMINUM            ,05/26/2020,06/03/2020,06/03/2020,06/03/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,13F       
PA        ,377-A,6951-377-A,#N/A,13F-N-6193046-01,1                        ,BLUE 98702          ,03/31/2020,04/13/2020,04/14/2020,04/14/2020,,,06/24/2020,,06/29/2020,06/29/2020,,,,P2027     ,G1A-3     ,B31.3          ,13F       
PA        ,377-B,6951-377-B,#N/A,13F-N-6193046-01,1                        ,BLUE 98702          ,05/28/2020,06/08/2020,06/08/2020,06/09/2020,,,06/24/2020,,06/29/2020,06/29/2020,,,,P2027     ,G1A-3     ,B31.3          ,13F       
PA        ,444-C,6951-444-C,#N/A,13F-N-6193045-01,1                        ,BLUE 98702          ,03/31/2020,04/13/2020,04/14/2020,04/14/2020,,,06/24/2020,,06/29/2020,06/29/2020,,,,P2027     ,G1A-3     ,B31.3          ,13F       
PA        ,379-A,6951-379-A,#N/A,13F-P-6116704-04,4A                       ,ALUMINUM            ,05/27/2020,06/16/2020,06/18/2020,06/18/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G3A-3     ,B31.3          ,13F       
PA        ,379-B,6951-379-B,#N/A,13F-P-6116704-04,4A                       ,ALUMINUM            ,05/27/2020,06/11/2020,06/16/2020,06/16/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G3A-3     ,B31.3          ,13F       
PA        ,382-B,6951-382-B,#N/A,13F-P-6116705-04,4A                       ,ALUMINUM            ,05/26/2020,06/15/2020,06/15/2020,06/16/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G3A-3     ,B31.3          ,13F       
PA        ,382-C,6951-382-C,#N/A,13F-P-6116705-04,4A                       ,ALUMINUM            ,05/27/2020,06/10/2020,06/15/2020,06/16/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G3A-3     ,B31.3          ,13F       
PA        ,383-B,6951-383-B,#N/A,13F-P-6116706-02,4A                       ,ALUMINUM            ,05/26/2020,06/16/2020,06/18/2020,06/22/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G3A-3     ,B31.3          ,13F       
PA        ,381-B,6951-381-B,#N/A,13F-P-6116705-03,4A                       ,ALUMINUM            ,05/26/2020,06/16/2020,06/17/2020,06/18/2020,,,07/01/2020,,07/01/2020,07/02/2020,,,,P2031     ,G3A-3     ,B31.3          ,13F       
PA        ,458-A,6951-458-A,#N/A,13F-P-6116701-01,4A                       ,ALUMINUM            ,06/18/2020,06/24/2020,06/24/2020,06/25/2020,,,07/07/2020,,07/07/2020,07/07/2020,,,,P2032     ,G3A-3     ,B31.3          ,13F       
PA        ,457-B,6951-457-B,#N/A,13F-P-6116405-01,4A                       ,ALUMINUM            ,03/19/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G3A-3     ,B31.3          ,13F       
PA        ,458-B,6951-458-B,#N/A,13F-P-6116701-01,4A                       ,ALUMINUM            ,03/19/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G3A-3     ,B31.3          ,13F       
PA        ,1,6951-1-B,#N/A,13G-C-6123310-01,1                        ,BEIGE 88023         ,03/27/2020,03/31/2020,04/03/2020,04/06/2020,,,,,,,,,,,G1A-6     ,B31.3          ,13G       
PA        ,6-A,6951-6-A,#N/A,13G-LS-6196112-01,6A                       ,ALUMINUM            ,05/28/2020,06/10/2020,06/10/2020,06/10/2020,,,06/11/2020,,06/11/2020,06/22/2020,,,,P2019     ,G1A-3     ,B31.3          ,13G       
PA        ,8-A,6951-8-A,#N/A,13G-NG-6116901-01,4                        ,BEIGE 88023         ,05/28/2020,06/10/2020,06/10/2020,06/10/2020,,,06/11/2020,,06/11/2020,06/22/2020,,,,P2019     ,G3A-3     ,B31.3          ,13G       
PA        ,1,6951-1-A,#N/A,13G-C-6123310-01,1                        ,BEIGE 88023         ,03/27/2020,03/31/2020,04/03/2020,04/06/2020,,,06/16/2020,,06/18/2020,06/22/2020,,,,P2024     ,G1A-6     ,B31.3          ,13G       
PA        ,4-A,6951-4-A,#N/A,13G-FG-6121206-01,6                        ,BEIGE 88023         ,05/28/2020,07/02/2020,07/02/2020,07/07/2020,,,,,,,,,,P2033     ,G1A-3     ,B31.3          ,13G       
PA        ,7-A,6951-7-A,#N/A,13G-N-6193045-01,1                        ,BLUE 98702          ,05/28/2020,06/15/2020,06/15/2020,06/16/2020,,,,,,,,,,P2033     ,G1A-3     ,B31.3          ,13G       
PA        ,13,6951-13-A,#N/A,13G-P-6121708-01,4                        ,BEIGE 88023         ,03/18/2020,03/20/2020,03/20/2020,03/20/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,13G       
PA        ,13,6951-13-B,#N/A,13G-P-6121708-01,4                        ,BEIGE 88023         ,03/18/2020,03/20/2020,03/20/2020,03/20/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,13G       
PA        ,2,6951-2-A,#N/A,13G-CD-6116912-01,4                        ,BEIGE 88023         ,03/27/2020,03/31/2020,04/03/2020,04/06/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G3A-3     ,B31.3          ,13G       
PA        ,2,6951-2-B,#N/A,13G-CD-6116912-01,4                        ,BEIGE 88023         ,03/27/2020,03/31/2020,04/03/2020,04/06/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G3A-3     ,B31.3          ,13G       
PA        ,5,6951-5-A,#N/A,13G-IA-6192004-01,1                        ,BEIGE 88023         ,03/18/2020,03/20/2020,03/20/2020,03/20/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,13G       
PA        ,5,6951-5-B,#N/A,13G-IA-6192004-01,1                        ,BEIGE 88023         ,03/18/2020,03/20/2020,03/20/2020,03/20/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,13G       
PA        ,282-D,6951-282-D,#N/A,13H-P-6118811-01,4A                       ,ALUMINUM            ,06/01/2020,06/03/2020,06/03/2020,06/04/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G1A-3     ,B31.3          ,13H       
PA        ,285-C,6951-285-C,#N/A,13H-P-6119301-01,4A                       ,ALUMINUM            ,06/01/2020,06/03/2020,06/03/2020,06/03/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G1A-3     ,B31.3          ,13H       
PA        ,285-E,6951-285-E,#N/A,13H-P-6119301-01,4A                       ,ALUMINUM            ,06/01/2020,06/03/2020,06/03/2020,06/03/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G1A-3     ,B31.3          ,13H       
PA        ,286-A,6951-286-A,#N/A,13H-P-6119802-01,6A                       ,ALUMINUM            ,06/01/2020,06/04/2020,06/04/2020,06/04/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G1A-3     ,B31.3          ,13H       
PA        ,286-C,6951-286-C,#N/A,13H-P-6119802-01,6A                       ,ALUMINUM            ,06/01/2020,06/03/2020,06/03/2020,06/03/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G1A-3     ,B31.3          ,13H       
PA        ,279,6951-279-B,#N/A,13H-P-6118007-01,6                        ,BEIGE 88023         ,06/01/2020,06/08/2020,06/08/2020,06/08/2020,,,06/25/2020,,06/11/2020,06/15/2020,,,,P2018     ,G1A-3     ,B31.3          ,13H       
PA        ,279,6951-279-A,#N/A,13H-P-6118007-01,6                        ,BEIGE 88023         ,06/01/2020,06/04/2020,06/09/2020,06/09/2020,,,06/11/2020,,06/11/2020,06/22/2020,,,,P2019     ,G1A-3     ,B31.3          ,13H       
PA        ,278-A,6951-278-A,#N/A,13H-P-6115415-01,6                        ,ALUMINUM            ,06/01/2020,06/04/2020,06/04/2020,06/04/2020,,,06/10/2020,,06/11/2020,06/15/2020,,,,P2021     ,G1A-3     ,B31.3          ,13H       
PA        ,280,6951-280-B,#N/A,13H-P-6118020-01,4                        ,ALUMINUM            ,06/01/2020,06/03/2020,06/03/2020,06/03/2020,,,06/10/2020,,06/11/2020,06/15/2020,,,,P2021     ,G1A-3     ,B31.3          ,13H       
PA        ,280,6951-280-C,#N/A,13H-P-6118020-01,4                        ,ALUMINUM            ,06/01/2020,06/03/2020,06/03/2020,06/03/2020,,,06/10/2020,,06/11/2020,06/15/2020,,,,P2021     ,G1A-3     ,B31.3          ,13H       
PA        ,281-B,6951-281-B,#N/A,13H-P-6118702-01,6A                       ,ALUMINUM            ,06/01/2020,06/04/2020,06/04/2020,06/04/2020,,,06/10/2020,,06/11/2020,06/15/2020,,,,P2021     ,G1A-3     ,B31.3          ,13H       
PA        ,281-D,6951-281-D,#N/A,13H-P-6118702-01,6A                       ,ALUMINUM            ,06/01/2020,06/09/2020,06/09/2020,06/10/2020,,,06/10/2020,,06/11/2020,06/15/2020,,,,P2021     ,G1A-3     ,B31.3          ,13H       
